Genbank Accession,Organism,Phylm,Bacteria or Archaea,Genome Length (nt),Chromosomes/plasmids,GC Content,Coding Length (nt),Coding GC Content,Effective Number of Codons,Effective Number of Codons Corrected for CG Content,Total Genes,Coding Genes,rRNA 5S,rRNA 16S,rRNA 23S,tRNAs,Isolation Source,Host,Country
NC_019892,Singulisphaera acidiphila DSM 18658,Planctomycetes,Bacteria,9755686,4,0.622335118,8079803,0.632910481,51.9103,40.9981,7516,7363,8,8,8,64, , ,Russia
NZ_CP013107,Sinorhizobium americanum,Proteobacteria,Bacteria,6751508,4,0.622679259,5883365,0.629414799,51.0356,31.1753,6302,5975,3,3,3,54, ,Acacia farnesiana,Mexico: Morelos
NC_012587,Sinorhizobium fredii NGR234,Proteobacteria,Bacteria,6891900,3,0.624201599,5952561,0.631000505,40.6858,17.2444, , , ,,, , , , 
NC_009620,Sinorhizobium medicae WSM419,Proteobacteria,Bacteria,6817576,4,0.611498134,5833209,0.617681108,43.4748,16.8571, , , ,,, , , , 
NC_003037,Sinorhizobium meliloti 1021,Proteobacteria,Bacteria,6691694,3,0.621741403,5782195,0.628598052,51.6758,34.1135, , , ,,, , , , 
NC_013165,Slackia heliotrinireducens DSM 20476,Actinobacteria,Bacteria,3165038,1,0.602115994,2715809,0.6098842,50.5787,37.4464,2810,2697,2,2,2,48, ,Sheep,Australia
NZ_CP011280,Sneathia amnii,Fusobacteria,Bacteria,1330224,1,0.284321707,1233854,0.283911444,43.0379,46.3266,1296,1234,4,3,3,36,amniotic fluid,Homo sapiens,USA
NZ_CP007446,Snodgrassella alvi wkB2,Proteobacteria,Bacteria,2527978,1,0.412659446,2103404,0.433288137,56.2902,50.3263,2297,2198,4,4,4,59, , , 
NC_007712,Sodalis glossinidius str. morsitans,Proteobacteria,Bacteria,4292502,4,0.545049484,3357139,0.557659066,56.9924,54.1856,4654,3504,8,7,7,72, ,Glossina morsitans morsitans, 
NZ_CP006569,Sodalis praecaptivus,Proteobacteria,Bacteria,5159425,2,0.571026229,4249396,0.58002855,56.4298,51.4237,4623,4425,9,7,7,76, , , 
NZ_CP014609,Solibacillus silvestris,Firmicutes,Bacteria,3991226,1,0.386002446,3353521,0.394165118,54.9928,57.0276,3938,3754,12,12,12,116, , , 
NC_017770,Solitalea canadensis DSM 3403,Bacteroidetes,Bacteria,5202069,1,0.373085401,4562287,0.380945784,53.5949,52.1263,4406,4277,4,4,4,59,soil, ,Canada
NC_010162,Sorangium cellulosum So ce56,Proteobacteria,Bacteria,13033779,1,0.713757384,11132420,0.717079215,43.2856,29.0795,9524,9326,4,4,4,61, , , 
NC_013523,Sphaerobacter thermophilus DSM 20745,Chloroflexi,Bacteria,3993764,2,0.681093825,3386888,0.683866428,49.5399,32.9751,3507,3403,2,2,2,50, , ,Germany
NC_015436,Sphaerochaeta coccoides DSM 17374,Spirochaetes,Bacteria,2227296,1,0.505580309,1990985,0.512096776,55.5886,42.035,1907,1820,3,3,3,47,termite hindgut,Neotermes castaneus,Cuba
NC_015152,Sphaerochaeta globosa str. Buddy,Spirochaetes,Bacteria,3316466,1,0.48874344,3036487,0.494309049,56.6383,50.6309,3096,3019,6,4,4,48,marine hot spring, ,Russia
NC_016633,Sphaerochaeta pleomorpha str. Grapes,Spirochaetes,Bacteria,3590853,1,0.461972963,3230826,0.468159845,57.8119,56.1007,3269,3188,7,4,4,49, , ,USA
NC_015277,Sphingobacterium sp. 21,Bacteroidetes,Bacteria,6226409,1,0.41101749,5502120,0.419025939,57.4534,56.8947,5202,5084,4,4,4,50, , , 
NZ_CP009278,Sphingobacterium sp. ML3W,Bacteroidetes,Bacteria,5329010,1,0.370270463,4577331,0.379579934,53.379,52.9741,4530,4359,9,8,8,88,wing,Myotis lucifugus,USA: Pennsylvania
NC_015593,Sphingobium chlorophenolicum L-1,Proteobacteria,Bacteria,4573221,3,0.638079813,4033038,0.64635394,49.2346,30.5673,4177,4038,3,3,3,57,freshwater sediment, ,USA
NC_014005,Sphingobium japonicum UT26S,Proteobacteria,Bacteria,4424862,5,0.648499772,3888057,0.656775608,44.4209,19.6712,4150,4048,3,3,3,56, , , 
NZ_CP016453,Sphingobium sp. RAC03,Proteobacteria,Bacteria,4369746,5,0.628998573,3895919,0.635650279,48.6504,29.0203,4128,4004,3,3,3,53,Chrysochromulina tobin phycosphere, ,USA: WA: Seattle
NC_015974,Sphingobium sp. SYK-6,Proteobacteria,Bacteria,4348133,2,0.655294813,3827520,0.659973299,50.5146,35.125,4016,3917,2,2,2,50, , , 
NZ_CP010836,Sphingomonas hengshuiensis,Proteobacteria,Bacteria,5228389,2,0.666690447,4677888,0.671876283,46.7044,31.1141,4764,4614,2,2,2,48,soil of Hengshui Lake, ,China: Hebei
NZ_CP017579,Sphingomonas melonis TY,Proteobacteria,Bacteria,4196755,2,0.670127039,3684824,0.674907404,46.6832,34.9354,3876,3564,2,2,2,51,NO, , 
NZ_CP006644,Sphingomonas sanxanigenens DSM 19645 = NX02,Proteobacteria,Bacteria,6580298,2,0.666584806,5856494,0.671669888,40.8883,19.4605,6082,5893,3,3,3,58, , , 
NZ_CP009571,Sphingomonas taxi,Proteobacteria,Bacteria,4061902,3,0.678932924,3589798,0.685264463,44.9933,29.376,3694,3587,3,3,3,53,Plant, ,Canada: Quebec
NC_009507,Sphingomonas wittichii RW1,Proteobacteria,Bacteria,5915246,3,0.679011659,5345752,0.685956625,48.5803,39.3137,5418,5317,2,2,2,48, , , 
NC_008048,Sphingopyxis alaskensis RB2256,Proteobacteria,Bacteria,3373713,2,0.654581169,3037698,0.658811047,45.9138,28.1165,3255,3176,1,1,1,45, , , 
NZ_CP009122,Sphingopyxis fribergensis,Proteobacteria,Bacteria,5202172,2,0.637516407,4652147,0.642888971,52.1803,39.0982,4869,4745,1,1,1,45,Soil sample, ,Germany: Saxony
NZ_CP009429,Sphingopyxis macrogoltabida,Proteobacteria,Bacteria,5748623,3,0.648585409,5150040,0.653793369,37.6875,16.6194,5518,5352,1,1,1,58,soil, ,Japan
NZ_CP009452,Sphingopyxis sp. 113P3,Proteobacteria,Bacteria,4664213,2,0.640447167,4218679,0.643664284,52.7169,41.3274,4526,4392,1,1,1,47,activated sludge, ,Japan
NZ_CP013342,Sphingopyxis terrae NBRC 15098,Proteobacteria,Bacteria,3983415,2,0.645649597,3575207,0.650755971,48.8847,37.83,3800,3700,1,1,1,45,Kyoto, ,Japan: Kyoto
NC_022664,Spiribacter curvatus,Proteobacteria,Bacteria,1926631,1,0.638574278,1826463,0.641812071,53.2105,45.5089,1919,1825,1,1,1,45, , , 
NC_021291,Spiribacter salinus M19-40,Proteobacteria,Bacteria,1739487,1,0.626524372,1651546,0.628797502,56.5634,52.5065,1720,1654,1,1,1,45,solar saltern of 19% salinity, ,Spain
NC_017098,Spirochaeta africana DSM 8902,Spirochaetes,Bacteria,3285855,1,0.577661522,3056774,0.582009334,51.7886,42.4589,2839,2748,3,3,3,46, , ,Kenya
NC_017583,Spirochaeta thermophila DSM 6578,Spirochaetes,Bacteria,2560222,1,0.60918311,2401453,0.614425517,47.8742,20.5632,2344,2258,2,2,2,46,marine hot spring, ,Russia
NC_022998,Spiroplasma apis B31,Tenericutes,Bacteria,1160554,1,0.283039824,1016186,0.289247244,44.532,47.4824,1025,978,1,1,1,29, , , 
NZ_CP012622,Spiroplasma cantharicola,Tenericutes,Bacteria,1179577,1,0.250093042,1062834,0.254436723,32.9708,24.9006,1046,998,1,1,1,29, ,Cantharis, 
NC_021280,Spiroplasma chrysopicola DF-1,Tenericutes,Bacteria,1123322,1,0.287989552,1008839,0.29448009,44.1385,38.0269,1047,996,1,1,1,33, , , 
NZ_CP006681,Spiroplasma culicicola AES-1,Tenericutes,Bacteria,1175131,1,0.263615716,1076817,0.26665348,32.8857,25.3304,1092,1044,1,1,1,29, , , 
NC_021833,Spiroplasma diminutum CUAS-1,Tenericutes,Bacteria,945296,1,0.254591155,874110,0.256321287,31.8615,23.5502,885,848,1,1,1,29, , , 
NZ_CP011856,Spiroplasma eriocheiris,Tenericutes,Bacteria,1365714,1,0.297942322,1220912,0.306155562,49.9995,51.8608,1254,1191,1,1,1,32, ,Eriocheir sinensis,China
NZ_CP010899,Spiroplasma kunkelii CR2-3x,Tenericutes,Bacteria,1514561,4,0.24983345,1177285,0.259316138,42.1323,42.5935,1621,1375,1,1,1,32, ,Zea mays L.,Costa Rica
NZ_CP012357,Spiroplasma litorale,Tenericutes,Bacteria,1225519,1,0.249158928,1105443,0.253995005,40.9678,40.8713,1150,1086,1,1,1,29,campground,Tabanus nigrovittatus (horsefly),"USA: Ocracoke Island, NC"
NZ_CP006720,Spiroplasma mirum ATCC 29335,Tenericutes,Bacteria,1132608,1,0.294121179,908725,0.305969353,47.4678,44.5443,1196,1089,1,1,1,33,rabbit tick, , 
NZ_CP006934,Spiroplasma sabaudiense Ar-1343,Tenericutes,Bacteria,1075953,1,0.301642358,974853,0.306880114,42.2034,35.5104,972,927,2,2,2,30, , , 
NC_021284,Spiroplasma syrphidicola EA-1,Tenericutes,Bacteria,1107344,1,0.292010432,1005394,0.297525149,49.9604,47.9111,1031,987,1,1,1,32, , , 
NC_021832,Spiroplasma taiwanense CT-1,Tenericutes,Bacteria,1086278,2,0.238646092,964611,0.243137389,36.3939,37.2983,1108,1041,1,1,1,29, , , 
NZ_CP012328,Spiroplasma turonicum,Tenericutes,Bacteria,1261374,1,0.241997219,1120209,0.247830539,41.2852,45.3525,1122,1070,1,1,1,29, ,Haematopota sp. (horse fly parasite),France
NZ_CP010429,Spirosoma radiotolerans,Bacteroidetes,Bacteria,7029352,1,0.494722273,6107962,0.505880357,58.806,58.2952,5691,5580,3,3,3,40,soil, ,South Korea: Seoul
NZ_CP011477,Spongiibacter sp. IMCC21906,Proteobacteria,Bacteria,3481669,2,0.506622542,3058979,0.511690665,57.3942,49.1882,3219,3133,2,2,2,41,Seawater, ,Antarctica: King George Island
NC_013947,Stackebrandtia nassauensis DSM 44728,Actinobacteria,Bacteria,6841557,1,0.68133935,6119842,0.688028547,51.5323,42.3118,6405,6229,2,2,2,46,soil, ,Bahamas: Nassau
NC_019748,Stanieria cyanosphaera PCC 7437,Cyanobacteria,Bacteria,5544990,6,0.362232394,4632122,0.373132875,54.6268,55.4521,4958,4740,2,2,1,42,pool at botanical garden, ,Cuba: Havana
NZ_CP009828,Staphylococcus aureus,Firmicutes,Bacteria,2709797,1,0.328944198,2240205,0.335078263,41.1786,31.8857,2723,2597,6,5,5,57,the wound exudate of bone fracture,Homo sapiens,China: Shenzhen
NC_007795,Staphylococcus aureus subsp. aureus NCTC 8325,Firmicutes,Bacteria,2821361,1,0.328682621,2352093,0.33564064,41.107,31.8112, , , ,,, , , , 
NZ_CP007601,Staphylococcus capitis subsp. capitis,Firmicutes,Bacteria,2503265,2,0.329338284,2137119,0.336041184,48.2416,42.1332,2385,2260,7,6,6,62, , , 
NZ_CP015114,Staphylococcus condimenti,Firmicutes,Bacteria,2659676,1,0.347053927,2289405,0.353099604,51.6939,52.4743,2553,2427,6,6,6,58,soy sauce mash, ,Germany
NC_004461,Staphylococcus epidermidis ATCC 12228,Firmicutes,Bacteria,2564615,7,0.320459406,2135826,0.328752436,41.5695,28.9887, , , ,,, , , , 
NZ_CP013114,Staphylococcus equorum,Firmicutes,Bacteria,2822193,1,0.330735708,2336520,0.339182203,41.6976,30.264,2702,2597,8,7,7,58,"saeu-jeotgal, salted fermented food", ,South Korea: Suwon
NC_007168,Staphylococcus haemolyticus JCSC1435,Firmicutes,Bacteria,2697861,4,0.327808957,2301012,0.333950888,49.5149,47.4199,2593,2470,6,5,5,60, , , 
NZ_CP008747,Staphylococcus hyicus,Firmicutes,Bacteria,2472129,1,0.355779168,2114125,0.36076864,55.4993,57.2436,2351,2256,7,6,6,57,pig with exfoliative dermatitis, ,Denmark
NC_013893,Staphylococcus lugdunensis HKU09-01,Firmicutes,Bacteria,2658366,1,0.338681355,2254903,0.344095954,52.6525,53.4283,2513,2410,7,6,6,60,clinical specimen,Homo sapiens,Hong Kong
NC_014925,Staphylococcus pseudintermedius HKU10-03,Firmicutes,Bacteria,2617381,1,0.375334638,2175631,0.381848476,54.6509,56.8493,2477,2366,7,6,6,59, ,Canis lupus familiaris,Hong Kong
NC_007350,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,Firmicutes,Bacteria,2577899,3,0.331859394,2150803,0.339767054,46.6878,41.8935,2498,2337,7,6,6,58, , , 
NZ_CP010309,Staphylococcus schleiferi,Firmicutes,Bacteria,2582931,1,0.358447825,2176652,0.365081786,51.9716,51.4673,2459,2333,7,6,6,58,Skin,Canis familiaris,USA: Philadelphia
NZ_CP014016,Staphylococcus simulans,Firmicutes,Bacteria,2647552,1,0.359501532,2281593,0.365649351,54.8997,54.3481,2508,2390,6,6,6,59,Peripheral blood,Human (Homo sapiens),USA:DC
NZ_CP018199,Staphylococcus succinus,Firmicutes,Bacteria,2745675,1,0.330828303,2303135,0.339551524,52.6198,53.8431,2622,2518,7,6,6,57,"Doenjang, fermented soybeans", ,South Korea: Kyonggi
NC_020164,Staphylococcus warneri SG1,Firmicutes,Bacteria,2560716,9,0.326869516,2183225,0.333032555,50.787,50.6042,2470,2362,6,5,5,58,laboratory contaminant, , 
NZ_CP007208,Staphylococcus xylosus,Firmicutes,Bacteria,2866963,2,0.327307677,2404248,0.336814671,50.1092,51.3728,2687,2553,5,4,4,53,Animal faecal matter, ,Hong Kong
NC_014205,Staphylothermus hellenicus DSM 12710,Crenarchaeota,Archaea,1580347,1,0.36838302,1375833,0.371888885,47.4204,41.0163,1651,1586,1,1,1,43,,,
NC_009033,Staphylothermus marinus F1,Crenarchaeota,Archaea,1570485,1,0.357265431,1373106,0.360396794,45.784,39.4467,1662,1598,1,1,1,43,,,
NC_014217,Starkeya novella DSM 506,Proteobacteria,Bacteria,4765023,1,0.6788473,4190042,0.684930605,49.2592,30.9075,4477,4359,1,1,1,46,soil, , 
NZ_CP012900,Stenotrophomonas acidaminiphila,Proteobacteria,Bacteria,4138297,1,0.684844273,3587910,0.689160542,31.1239,60.1978,3656,3513,3,3,3,61,superficial sediment of polluted river, ,"Mexico: Morelos, Zacatepec, Apatlaco River"
NC_010943,Stenotrophomonas maltophilia K279a,Proteobacteria,Bacteria,4851126,1,0.663240452,4276619,0.667958263,41.973,24.9042,4458,4328,4,4,4,74, , , 
NZ_CP016756,Stenotrophomonas nitritireducens,Proteobacteria,Bacteria,4541729,1,0.638342358,3890875,0.644784528,44.994,20.2554,3871,3742,6,4,4,67,Lake sediments,Pseudomonas,South Korea: Seoul
NC_014623,Stigmatella aurantiaca DW4,Proteobacteria,Bacteria,10260756,1,0.674586453,9334942,0.6778296,50.4191,28.0735,8380,8145,2,2,2,49, , , 
NC_013515,Streptobacillus moniliformis DSM 12112,Fusobacteria,Bacteria,1673280,2,0.262797021,1514327,0.262433411,41.7337,41.0016,1533,1445,6,5,5,39, , , 
NC_004116,Streptococcus agalactiae 2603V,Firmicutes,Bacteria,2160267,1,0.356466122,1870452,0.360567392,45.0942,37.6296, , , ,,, , , , 
NC_022239,Streptococcus anginosus C238,Firmicutes,Bacteria,2233640,1,0.382344066,1969482,0.388327997,54.3198,58.0701,2184,2015,4,4,4,58, , , 
NC_021175,Streptococcus cristatus AS 1.3089,Firmicutes,Bacteria,2142100,1,0.4206701,1853173,0.430241537,56.9104,58.738,2126,1959,4,4,4,50, , , 
NC_019042,Streptococcus dysgalactiae subsp. equisimilis AC-2713,Firmicutes,Bacteria,2179445,1,0.395223096,1902706,0.401035683,54.6431,55.7614,2114,1952,5,5,5,57, , , 
NC_012470,Streptococcus equi subsp. zooepidemicus,Firmicutes,Bacteria,2149868,1,0.415324104,1823459,0.422228303,54.6279,56.1076,2003,1887,5,5,5,57, , ,United Kingdom:Newmarket
NC_017576,Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Firmicutes,Bacteria,2362241,1,0.375151392,2064627,0.381683471,52.2866,55.01,2337,2225,5,5,5,60,human blood, , 
NC_009785,Streptococcus gordonii str. Challis substr. CH1,Firmicutes,Bacteria,2196662,1,0.40506778,1950698,0.413765739,55.6464,58.2963,2109,2003,4,4,4,59, , , 
NZ_CP010783,Streptococcus iniae,Firmicutes,Bacteria,2086959,1,0.368198417,1851894,0.372770256,53.4247,56.6492,2029,1906,5,5,5,58,tissue from oliver flounder, ,South Korea: Jeju island
NC_022246,Streptococcus intermedius B196,Firmicutes,Bacteria,1996214,1,0.375569954,1750058,0.381906771,53.7827,57.3187,1945,1828,4,4,4,60, , , 
NC_013853,Streptococcus mitis B6,Firmicutes,Bacteria,2146611,1,0.399791578,1867797,0.407451666,50.3867,52.7557, , , ,,, , , ,Germany
NC_004350,Streptococcus mutans UA159,Firmicutes,Bacteria,2032925,1,0.368286582,1742940,0.374670958,46.4636,40.3933, , , ,,, , , , 
NC_015678,Streptococcus parasanguinis ATCC 15912,Firmicutes,Bacteria,2153652,1,0.417244754,1889743,0.425002236,56.4043,58.7704,2028,1924,4,4,4,61,biological product [ENVO:02000043],Homo sapiens, 
NC_015558,Streptococcus parauberis KCTC 11537,Firmicutes,Bacteria,2143887,1,0.355478157,1877231,0.36132314,52.8135,55.9,2198,1839,5,5,5,60, , , 
NC_003098,Streptococcus pneumoniae R6,Firmicutes,Bacteria,2038615,1,0.397159836,1692063,0.406558148,49.9368,52.1358, , , ,,, , , , 
NC_002737,Streptococcus pyogenes M1 GAS,Firmicutes,Bacteria,1852433,1,0.385117842,1553031,0.391535005,48.7788,42.1727, , , ,,, , , , 
NZ_CP009913,Streptococcus salivarius,Firmicutes,Bacteria,2188923,1,0.40147415,1909712,0.409168503,56.3599,58.6181,2035,1899,6,6,6,68,Oral cavity, ,United Kingdom
NC_009009,Streptococcus sanguinis SK36,Firmicutes,Bacteria,2388435,1,0.434002181,2120073,0.444830437,54.4835,49.7015, , , ,,, , , , 
NZ_CP014835,Streptococcus sp. HTS9,Firmicutes,Bacteria,2182100,1,0.392492553,1804115,0.399410791,54.6136,56.0914,2001,1870,6,6,6,68,respiratory tract tissue,Marmota himalayana,China:Qinghai-Tibet Plateau
NC_012923,Streptococcus suis BM407,Firmicutes,Bacteria,2170808,2,0.410123327,1817349,0.418281794,52.0092,54.2351, , , ,,, ,human case of meningitis, ,Viet Nam:Ho Chi Minh City
NZ_CP013939,Streptococcus thermophilus,Firmicutes,Bacteria,1787436,1,0.390989663,1498672,0.399252805,54.1263,57.1418,1895,1689,6,6,6,67,traditional dairy, ,China
NC_017581,Streptococcus thermophilus JIM 8232,Firmicutes,Bacteria,1929905,1,0.389207759,1630797,0.397007108,55.1241,58.4102,2005,1797,6,6,6,67, , , 
NC_012004,Streptococcus uberis 0140J,Firmicutes,Bacteria,1852352,1,0.366318065,1645555,0.370543069,51.3161,51.2564,1858,1762,5,5,5,59, , , 
NZ_CP007574,Streptomyces albulus,Actinobacteria,Bacteria,9372401,2,0.723189181,7843050,0.72605007,44.118,60.147,7998,7542,7,7,7,70,environment, , 
NZ_CP010519,Streptomyces albus,Actinobacteria,Bacteria,8384669,1,0.726443226,7061980,0.727959156,41.6781,60.6166,6735,6397,6,6,6,65,soil, ,Japan
NC_003155,Streptomyces avermitilis MA-4680 = NBRC 14893,Actinobacteria,Bacteria,9119895,2,0.707013513,7748948,0.711411278,44.5038,60.0339,7770,7431,6,6,6,72, , , 
NC_016582,Streptomyces bingchenggensis BCW-1,Actinobacteria,Bacteria,11936683,1,0.70754589,10354559,0.712303151,45.8295,60.2261,9787,9309,6,6,6,66, , , 
NC_017585,Streptomyces cattleya NRRL 8057 = DSM 46488,Actinobacteria,Bacteria,8095515,2,0.730135143,6987786,0.732453741,41.9241,60.4357,7098,6949,6,6,6,64, , , 
NZ_CP016559,Streptomyces clavuligerus,Actinobacteria,Bacteria,7590758,2,0.726106177,6404981,0.726864295,46.1775,59.2035,6121,5981,6,6,6,65,soil, ,China:shandong
NC_003888,Streptomyces coelicolor A3(2),Actinobacteria,Bacteria,9054847,3,0.719983673,8008856,0.723401569,42.0595,60.3757, , , ,,, , , , 
NC_021985,Streptomyces collinus Tu 365,Actinobacteria,Bacteria,8377286,3,0.725508291,7179762,0.728724434,38.3117,59.8644,7170,6884,6,6,6,69, , , 
NC_010572,Streptomyces griseus subsp. griseus NBRC 13350,Actinobacteria,Bacteria,8545929,1,0.722274079,7430083,0.724853545,44.7919,58.8034,7091,6935,6,6,6,66, , , 
NZ_LN831788,Streptomyces leeuwenhoekii,Actinobacteria,Bacteria,8122491,3,0.726768549,6877999,0.728225026,45.0101,59.1008,6915,6592,7,6,6,66,"Salar de Atacama, Atacama Desert", ,Chile
NZ_CP017157,Streptomyces lydicus,Actinobacteria,Bacteria,8201357,1,0.722186097,6981680,0.725520362,40.732,60.3963,7128,6872,7,7,7,68,China: Tianjin, ,China: Tianjin
NZ_CP015866,Streptomyces parvulus,Actinobacteria,Bacteria,7766531,2,0.727339272,6888345,0.730634717,43.4005,59.1685,6883,6716,6,6,6,65, , ,United Kingdom
NZ_CP011340,Streptomyces pristinaespiralis,Actinobacteria,Bacteria,8532592,1,0.715414027,7362119,0.716689448,45.119,59.2439,7282,7054,6,6,6,66, , ,China:Shanghai
NZ_LN997842,Streptomyces reticuli,Actinobacteria,Bacteria,9336224,4,0.727161109,8062679,0.729954399,45.0785,59.3908,8046,7778,6,6,6,72,soil, , 
NZ_CP017316,Streptomyces rubrolavendulae,Actinobacteria,Bacteria,6543262,1,0.747843354,5386405,0.743754694,41.8119,59.2282,5473,5103,6,6,6,65,Soil, ,South Korea: Jeju
NC_013929,Streptomyces scabiei 87.22,Actinobacteria,Bacteria,10148695,1,0.714528321,8704812,0.718048362,42.2217,60.0079,8691,8440,6,6,6,75, , , 
NZ_CP011492,Streptomyces sp. CNQ-509,Actinobacteria,Bacteria,8039333,1,0.730675758,6966300,0.73318189,42.1262,59.681,6840,6521,5,5,5,57,marine sediment, ,"USA: CA, La Jolla, 1 mile off Scripps Pier"
NZ_CP015098,Streptomyces sp. S10(2016),Actinobacteria,Bacteria,9083372,1,0.712579095,7864300,0.716571596,41.4926,59.9096,7976,7669,6,6,6,67,soil, ,China: Qinghai
NZ_CP015849,Streptomyces sp. SAT1,Actinobacteria,Bacteria,7472530,1,0.731504725,6429839,0.733451802,39.9372,59.4208,6344,6109,6,6,6,69, ,Adenophora trachelioides Maxim.,China: Beijing
NZ_CP010407,Streptomyces vietnamensis,Actinobacteria,Bacteria,9153777,2,0.719936481,7966192,0.724104064,39.8514,59.5864,8143,7860,7,7,7,71,soil, ,Viet Nam: Do Xongpha
NC_015951,Streptomyces violaceusniger Tu 4113,Actinobacteria,Bacteria,11138313,3,0.708763616,9536838,0.712402371,44.657,59.8283,9205,8734,6,6,6,65, , , 
NZ_CP009922,Streptomyces xiamenensis,Actinobacteria,Bacteria,5961401,1,0.720226168,5221884,0.72341247,43.0585,58.4862,5340,5091,5,5,5,56,sediment, ,China: Xiamen
NC_013595,Streptosporangium roseum DSM 43021,Actinobacteria,Bacteria,10369518,2,0.708631009,8832826,0.714678066,41.6946,59.6443,9070,8827,6,6,6,63, , , 
NC_007181,Sulfolobus acidocaldarius DSM 639,Crenarchaeota,Archaea,2225959,1,0.367075943,1940267,0.374854079,51.1265,51.8812,2297,2224,1,1,1,48,,,
NC_012589,Sulfolobus islandicus L.S.2.15,Crenarchaeota,Archaea,2736272,1,0.351110197,2407159,0.356960633,51.4625,49.6519,2961,2767,1,1,1,45,,,
NC_002754,Sulfolobus solfataricus P2,Crenarchaeota,Archaea,2992245,1,0.357871765,2558461,0.36464226,52.1136,52.2552,3145,2896,1,1,1,45,,,
NC_003106,Sulfolobus tokodaii str. 7,Crenarchaeota,Archaea,2694756,1,0.327867161,2304345,0.335060939,47.9955,44.9768,2911,2776,1,1,1,46,,,
NC_022357,Sulfuricella denitrificans skB26,Proteobacteria,Bacteria,3217213,2,0.561207965,2901961,0.570470992,55.0809,46.4162,3092,3001,2,2,2,45, , , 
NC_014754,Sulfuricurvum kujiense DSM 16994,Proteobacteria,Bacteria,2819357,5,0.445640619,2614402,0.452246824,55.1011,37.9063,2829,2743,3,3,3,49, , ,Japan
NC_012438,Sulfurihydrogenibium azorense Az-Fu1,Aquificae,Bacteria,1640877,1,0.32752932,1547397,0.327546407,43.7648,36.32,1735,1667,2,2,2,39, , , 
NC_014506,Sulfurimonas autotrophica DSM 16294,Proteobacteria,Bacteria,2153198,1,0.352357749,2018559,0.355330709,48.3437,42.3459,2191,2128,4,4,4,43, , ,Pacific Ocean
NC_007575,Sulfurimonas denitrificans DSM 1251,Proteobacteria,Bacteria,2201561,1,0.344619568,2046660,0.347725074,42.9134,36.036,2189,2120,4,4,4,44, , , 
NZ_AP012547,Sulfuritalea hydrogenivorans sk43H,Proteobacteria,Bacteria,3802648,1,0.632674126,3482857,0.637857942,48.0866,22.0702,3612,3518,2,2,2,45, , , 
NC_018002,Sulfurospirillum barnesii SES-3,Proteobacteria,Bacteria,2510109,1,0.388184338,2355686,0.391888393,54.9168,54.251,2541,2478,2,2,2,41, , , 
NZ_AP014724,Sulfurospirillum cavolei,Proteobacteria,Bacteria,2698323,1,0.438772526,2514798,0.444024928,52.6022,43.7553,2713,2640,3,3,3,45,chloroethene-contaminated groundwater, ,Japan
NC_013512,Sulfurospirillum deleyianum DSM 6946,Proteobacteria,Bacteria,2306351,1,0.389698272,2146103,0.393571977,54.8077,55.3437,2318,2258,3,3,3,43, , , 
NZ_CP007201,Sulfurospirillum multivorans DSM 12446,Proteobacteria,Bacteria,3175729,1,0.40898263,2939377,0.414509945,56.0321,51.6513,3287,3184,2,2,2,45, , , 
NZ_CP011308,Sulfurovum lithotrophicum,Proteobacteria,Bacteria,2217891,1,0.442591633,2027235,0.450643364,56.6058,47.0509,2217,2146,3,3,3,44, , ,Japan
NC_006177,Symbiobacterium thermophilum IAM 14863,Firmicutes,Bacteria,3566135,1,0.686684043,3028470,0.694814874,43.8496,25.0236,3322,3177,6,6,6,97, , , 
NC_006576,Synechococcus elongatus PCC 6301,Cyanobacteria,Bacteria,2696255,1,0.554843292,2385424,0.56114762,56.8254,45.4462,2664,2572,2,2,2,44, , , 
NC_008319,Synechococcus sp. CC9311,Cyanobacteria,Bacteria,2606748,1,0.524473405,2247693,0.534622388,57.5895,47.3388,2734,2658,2,2,2,43, , , 
NC_007513,Synechococcus sp. CC9902,Cyanobacteria,Bacteria,2234828,1,0.541644816,2008383,0.549048663,56.4357,48.9068,2406,2338,2,2,2,44, , , 
NC_007776,Synechococcus sp. JA-2-3Ba(2-13),Cyanobacteria,Bacteria,3046682,1,0.584503788,2600407,0.593059543,55.5813,38.1852,2830,2720,2,2,2,44, , ,USA: Wyoming
NC_007775,Synechococcus sp. JA-3-3Ab,Cyanobacteria,Bacteria,2932766,1,0.602373323,2520623,0.610849778,55.0253,35.4932,2785,2636,2,2,2,46, , ,USA: Wyoming
NZ_CP006269,Synechococcus sp. KORDI-100,Cyanobacteria,Bacteria,2789000,1,0.574980997,2438400,0.58570415,51.8679,32.5821,2916,2821,1,1,1,41,seawater, ,Pacific Ocean
NZ_CP006270,Synechococcus sp. KORDI-49,Cyanobacteria,Bacteria,2585813,1,0.613677787,2332138,0.622704574,49.1002,30.598,2622,2539,2,2,2,43,seawater, ,South Korea: East China Sea
NZ_CP006271,Synechococcus sp. KORDI-52,Cyanobacteria,Bacteria,2572069,1,0.590852734,2220596,0.603651452,48.7928,24.7775,2705,2604,3,3,3,46,seawater, ,South Korea: East China Sea
NC_019680,Synechococcus sp. PCC 6312,Cyanobacteria,Bacteria,3720499,2,0.485047033,3218828,0.493641164,58.0477,55.1196,3694,3540,1,1,1,42,fresh water, ,USA: California
