"tax_id","org_name","rRNA16S_genes","tRNA_genes","reference","ref_type"
1304,"Streptococcus salivarius",7,NA,NA,NA
334542,"Rhodococcus qingshengii",5,NA,NA,NA
1294262,"Sulfuracidifex tepidarius",1,NA,NA,NA
157691,"Leptotrichia shahii",5,NA,NA,NA
1552759,"Mycobacterium grossiae",2,NA,NA,NA
1299,"Deinococcus radiodurans",3,NA,NA,NA
639200,"Sphaerotilus natans subsp. sulfidivorans",4,NA,NA,NA
252967,"Thiospirochaeta perfilievii",7,NA,NA,NA
2518645,"Oceanispirochaeta crateris",4,NA,NA,NA
2562282,"Halomonas sp. Y2R2",5,NA,NA,NA
735,"Haemophilus parahaemolyticus",6,NA,NA,NA
2597769,"Geobacter sp. FeAm09",2,NA,NA,NA
2789216,"Labrys sp. KNU-23",3,NA,NA,NA
208224,"Enterobacter kobei",7,NA,NA,NA
2592654,"Protaetiibacter larvae",1,NA,NA,NA
2592655,"Acetobacter sp. KACC 21233",5,NA,NA,NA
253703,"Paenibacillus antarcticus",12,NA,NA,NA
1617283,"Flavobacterium nitrogenifigens",6,NA,NA,NA
2249302,"Francisella marina",3,NA,NA,NA
1581,"Lentilactobacillus buchneri",5,NA,NA,NA
424720,"Shigella flexneri Y",7,NA,NA,NA
1155384,"Glutamicibacter sp. ZJUTW",6,NA,NA,NA
2583530,"Thermosynechococcus sp. CL-1",1,NA,NA,NA
1123251,"Serinicoccus marinus DSM 15273",2,NA,NA,NA
2607911,"Paenibacillus sp. 37",13,NA,NA,NA
2608254,"Bacillus sp. BS98",15,NA,NA,NA
725,"Haemophilus influenzae biotype aegyptius",6,NA,NA,NA
1094,"Chlorobium phaeovibrioides",3,NA,NA,NA
1031538,"Neptunomonas concharum",5,NA,NA,NA
2609668,"Acinetobacter sp. C16S1",6,NA,NA,NA
2234087,"Thermodesulfobacterium sp. TA1",1,NA,NA,NA
2608981,"Methylomonas rhizoryzae",3,NA,NA,NA
1296540,"Paucilactobacillus nenjiangensis",5,NA,NA,NA
1932,"Streptomyces tendae",6,NA,NA,NA
953739,"Streptomyces venezuelae ATCC 10712",7,NA,NA,NA
54571,"Streptomyces venezuelae",6,NA,NA,NA
784,"Orientia tsutsugamushi",1,NA,NA,NA
1334,"Streptococcus dysgalactiae",5,NA,NA,NA
207340,"Roseomonas mucosa",5,NA,NA,NA
47886,"Pseudomonas luteola",7,NA,NA,NA
1588,"Lentilactobacillus hilgardii",5,NA,NA,NA
304207,"Schleiferilactobacillus harbinensis",5,NA,NA,NA
132473,"Streptomyces alboniger",6,NA,NA,NA
1319510,"Streptomyces fradiae ATCC 10745 = DSM 40063",6,NA,NA,NA
67345,"Streptomyces prasinus",6,NA,NA,NA
1967,"Streptomyces kanamyceticus",6,NA,NA,NA
665577,"Streptomyces viridosporus T7A",6,NA,NA,NA
36818,"Streptomyces subrutilus",7,NA,NA,NA
28894,"Streptomyces nitrosporeus",6,NA,NA,NA
33899,"Streptomyces galilaeus",6,NA,NA,NA
1969,"Streptomyces chartreusis",6,NA,NA,NA
58346,"Streptomyces platensis",7,NA,NA,NA
1960,"Streptomyces vinaceus",7,NA,NA,NA
40318,"Streptomyces nodosus",6,NA,NA,NA
116188,"Streptomyces coeruleorubidus",6,NA,NA,NA
247,"Empedobacter brevis",7,NA,NA,NA
223919,"Clostridium diolis",14,NA,NA,NA
584,"Proteus mirabilis",1,NA,NA,NA
189201,"Salmonella enterica subsp. enterica serovar Cubana",7,NA,NA,NA
1967643,"Salmonella enterica subsp. enterica serovar Albert",7,NA,NA,NA
2725666,"Mesorhizobium terrae",2,NA,NA,NA
2610895,"Flintibacter sp. KGMB00164",3,NA,NA,NA
2614638,"Microbacterium caowuchunii",2,NA,NA,NA
2614639,"Microbacterium lushaniae",2,NA,NA,NA
2614693,"Nitrincola iocasae",5,NA,NA,NA
2610896,"Streptococcus sp. LPB0220",4,NA,NA,NA
540747,"Roseovarius indicus",1,NA,NA,NA
182337,"Erwinia billingiae",7,NA,NA,NA
821,"Phocaeicola vulgatus",7,NA,NA,NA
1352,"Enterococcus faecium",7,NA,NA,NA
2615203,"Hymenobacter baengnokdamensis",3,NA,NA,NA
2602016,"Hypericibacter adhaerens",2,NA,NA,NA
2602015,"Hypericibacter terrae",2,NA,NA,NA
2096,"Mycoplasma gallisepticum",3,NA,NA,NA
69929,"Xanthomonas arboricola pv. pruni",2,NA,NA,NA
2558918,"Nocardioides cynanchi",2,NA,NA,NA
1341,"Streptococcus ratti",5,NA,NA,NA
2528037,"Eikenella exigua",4,NA,NA,NA
454662,"Cellvibrio sp. KY-YJ-3",5,NA,NA,NA
2303332,"Cellvibrio sp. KY-GH-1",3,NA,NA,NA
492,"Neisseria animalis",4,NA,NA,NA
640030,"Neisseria zalophi",4,NA,NA,NA
2303505,"Psychrobacillus sp. AK 1817",10,NA,NA,NA
2511069,"Synechococcus sp. RSCCF101",2,NA,NA,NA
2604832,"Pseudomonas lalkuanensis",5,NA,NA,NA
2604941,"Pseudomonas sp. C27(2019)",4,NA,NA,NA
1890302,"Bacillus wiedmannii",14,NA,NA,NA
96344,"Cupriavidus oxalaticus",5,NA,NA,NA
255507,"Aliarcobacter cibarius",6,NA,NA,NA
151081,"Pseudoalteromonas ruthenica",7,NA,NA,NA
1219491,"Actinomadura sp. WMMB 499",5,NA,NA,NA
82367,"Paracoccus pantotrophus",3,NA,NA,NA
51664,"Lapidilactobacillus dextrinicus",5,NA,NA,NA
211880,"Leptospira interrogans serovar Canicola",2,NA,NA,NA
1871047,"Chryseobacterium sp.",3,NA,NA,NA
2650975,"Halorussus halophilus",2,NA,NA,NA
2601677,"Tepidiforma bonchosmolovskayae",1,NA,NA,NA
2233999,"Skermanella pratensis",6,NA,NA,NA
2593973,"Ornithinimicrobium pratense",2,NA,NA,NA
104955,"Limosilactobacillus frumenti",4,NA,NA,NA
2614801,"Acidithiobacillus sp. 'AMD consortium'",2,NA,NA,NA
100226,"Streptomyces coelicolor A3(2)",6,NA,NA,NA
2596949,"Enterobacter sp. E76",7,NA,NA,NA
1202962,"Moritella marina ATCC 15381",17,NA,NA,NA
2761123,"Borrelia maritima",1,NA,NA,NA
244734,"Bradyrhizobium betae",1,NA,NA,NA
1906275,"Cronobacter sp. JZ38",7,NA,NA,NA
1752398,"Ensifer alkalisoli",3,NA,NA,NA
185007,"Pseudobutyrivibrio xylanivorans",5,NA,NA,NA
2651284,"Pradoshia sp. D12",9,NA,NA,NA
2283160,"Psychrobacillus glaciei",11,NA,NA,NA
2596890,"Candidatus Uabimicrobium amorphum",3,NA,NA,NA
2583588,"Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-",6,NA,NA,NA
2652443,"Deinococcus sp. AJ005",3,NA,NA,NA
60519,"Latilactobacillus graminis",6,NA,NA,NA
2487892,"Corynebacterium urogenitale",3,NA,NA,NA
2071710,"Enterobacter sichuanensis",8,NA,NA,NA
2505970,"Campylobacter armoricus",3,NA,NA,NA
2509341,"Sulfurimonas hydrogeniphila",4,NA,NA,NA
2478464,"Enterobacter oligotrophicus",8,NA,NA,NA
2599805,"Bradyrhizobium sp. SG09",1,NA,NA,NA
2599819,"Bradyrhizobium sp. TM102",1,NA,NA,NA
116092,"Pseudoalteromonas sp. A25",9,NA,NA,NA
2609418,"Pseudomonas sp. KUIN-1",5,NA,NA,NA
2650471,"Lacipirellula parvula",1,NA,NA,NA
1765049,"Azospira sp. I09",4,NA,NA,NA
82689,"Salmonella enterica subsp. enterica serovar Muenster",7,NA,NA,NA
1618,"Liquorilactobacillus mali",6,NA,NA,NA
669,"Vibrio harveyi",13,NA,NA,NA
2653200,"Streptomyces phaeolivaceus",6,NA,NA,NA
2653853,"Pseudomonas sp. SCB32",6,NA,NA,NA
2650158,"Bacteroides luhongzhouii",5,NA,NA,NA
2650157,"Bacteroides zhangwenhongii",5,NA,NA,NA
2790029,"Halomicrobium sp. ZPS1",2,NA,NA,NA
1850374,"Ancylobacter sp. TS-1",2,NA,NA,NA
2590021,"Sulfurimonas xiamenensis",4,NA,NA,NA
2590022,"Sulfurimonas lithotrophica",4,NA,NA,NA
1234662,"Yersinia pestis subsp. pestis bv. Medievalis",7,NA,NA,NA
115778,"Leuconostoc gelidum subsp. gasicomitatum",4,NA,NA,NA
67260,"Streptomyces cinereoruber",6,NA,NA,NA
135740,"Paracoccus kondratievae",3,NA,NA,NA
104268,"Tenacibaculum mesophilum",5,NA,NA,NA
1496,"Clostridioides difficile",13,NA,NA,NA
1633,"Limosilactobacillus vaginalis",5,NA,NA,NA
85698,"Achromobacter xylosoxidans",4,NA,NA,NA
683124,"Flavobacterium haoranii",3,NA,NA,NA
1473112,"Paenibacillus guangzhouensis",9,NA,NA,NA
562959,"Paenibacillus cellulositrophicus",9,NA,NA,NA
128574,"Paenibacillus brasilensis",11,NA,NA,NA
551989,"Kosakonia arachidis",7,NA,NA,NA
69964,"Azotobacter salinestris",6,NA,NA,NA
138532,"Curtobacterium flaccumfaciens pv. flaccumfaciens",3,NA,NA,NA
2588299,"Roseivivax sp. THAF197b",2,NA,NA,NA
2587869,"Marinobacter sp. THAF197a",3,NA,NA,NA
2587865,"Vibrio sp. THAF190c",13,NA,NA,NA
2587863,"Pseudomonas sp. THAF187a",4,NA,NA,NA
2587862,"Vibrio aquimaris",9,NA,NA,NA
2587861,"Labrenzia sp. THAF82",3,NA,NA,NA
2587860,"Vibrio sp. THAF64",11,NA,NA,NA
2587859,"Pseudomonas sp. THAF42",4,NA,NA,NA
2587858,"Roseivivax sp. THAF40",2,NA,NA,NA
2587857,"Marinobacter sp. THAF39",3,NA,NA,NA
2587856,"Microbulbifer sp. THAF38",5,NA,NA,NA
2587855,"Sulfitobacter sp. THAF37",2,NA,NA,NA
2587852,"Roseivivax sp. THAF30",2,NA,NA,NA
2587853,"Ruegeria sp. THAF33",3,NA,NA,NA
2587851,"Erythrobacter sp. THAF29",1,NA,NA,NA
2587850,"Roseovarius sp. THAF27",1,NA,NA,NA
2587849,"Halomonas sp. THAF12",6,NA,NA,NA
2587848,"Bacillus sp. THAF10",9,NA,NA,NA
2587847,"Roseovarius sp. THAF9",1,NA,NA,NA
2587846,"Roseovarius sp. THAF8",1,NA,NA,NA
2587844,"Halomonas sp. THAF5a",4,NA,NA,NA
2587843,"Pseudoalteromonas sp. THAF3",7,NA,NA,NA
2587842,"Maribius sp. THAF1",2,NA,NA,NA
2587845,"Pseudomonas sp. THAF7b",4,NA,NA,NA
2651334,"Microvirga thermotolerans",2,NA,NA,NA
363835,"Sphingomonas ginsengisoli An et al. 2013",1,NA,NA,NA
2601269,"Shewanella sp. YLB-09",17,NA,NA,NA
2653204,"Nostoc sphaeroides CCNUC1",4,NA,NA,NA
340190,"Salmonella enterica subsp. enterica serovar Schwarzengrund",7,NA,NA,NA
2601894,"Halioglobus maricola",2,NA,NA,NA
348826,"Natronorubrum aibiense",5,NA,NA,NA
2560058,"Brevundimonas sp. Bb-A",2,NA,NA,NA
35787,"Limosilactobacillus pontis",6,NA,NA,NA
1133546,"Luteimicrobium xylanilyticum",3,NA,NA,NA
2653857,"Amycolatopsis sp. YIM 10",4,NA,NA,NA
2662065,"Streptomyces sp. SYP-A7193",6,NA,NA,NA
1614,"Fructilactobacillus fructivorans",4,NA,NA,NA
1625,"Fructilactobacillus sanfranciscensis",8,NA,NA,NA
2656914,"Nonomuraea nitratireducens",5,NA,NA,NA
1404,"Priestia megaterium",9,NA,NA,NA
1423,"Bacillus subtilis",11,NA,NA,NA
1423,"Bacillus subtilis",12,NA,NA,NA
2490939,"Anabaena sp. YBS01",2,NA,NA,NA
103733,"Saccharothrix syringae",4,NA,NA,NA
1120045,"Rhizobium grahamii",4,NA,NA,NA
1808979,"Candidatus Methylospira mobilis",3,NA,NA,NA
2662397,"Streptomyces fagopyri",6,NA,NA,NA
2529032,"Oceanihabitans sp. IOP_32",4,NA,NA,NA
34073,"Variovorax paradoxus",2,NA,NA,NA
2662361,"Nocardioides sp. dk884",4,NA,NA,NA
2662362,"Acinetobacter wanghuae",7,NA,NA,NA
2662363,"Alistipes sp. dk3624",2,NA,NA,NA
2662364,"Sphingobacterium sp. dk4302",4,NA,NA,NA
337,"Burkholderia glumae",5,NA,NA,NA
2663019,"Sulfolobus sp. E5-1-F",1,NA,NA,NA
2592625,"Brucella sp. 2280",3,NA,NA,NA
2662262,"Vibrio algicola",9,NA,NA,NA
2663020,"Sulfolobus sp. E11-6",1,NA,NA,NA
2661553,"Cobetia sp. AM6",7,NA,NA,NA
2565781,"Candidatus Nanohalobium constans",1,NA,NA,NA
2610902,"Halomicrobium sp. LC1Hm",3,NA,NA,NA
2027293,"Escherichia coli O8:H8",7,NA,NA,NA
2662261,"Raineyella fluvialis",3,NA,NA,NA
470933,"Pantoea eucalypti",7,NA,NA,NA
227942,"Limosilactobacillus gastricus",4,NA,NA,NA
1299895,"Listeria monocytogenes CFSAN002349",6,NA,NA,NA
1299282,"Salmonella bongori CFSAN000510",7,NA,NA,NA
1299291,"Salmonella enterica subsp. houtenae str. CFSAN000552",7,NA,NA,NA
2664899,"Pseudomonas sp. CFSAN084952",6,NA,NA,NA
745023,"Vibrio parahaemolyticus 10329",9,NA,NA,NA
2662028,"Aeromicrobium yanjiei",2,NA,NA,NA
2664853,"Citrobacter sp. H12-3-2",8,NA,NA,NA
61648,"Kluyvera intermedia",8,NA,NA,NA
2664854,"Citrobacter sp. S40-1-2",8,NA,NA,NA
356322,"Heliorestis convoluta",2,NA,NA,NA
759811,"Lysinibacillus pakistanensis",11,NA,NA,NA
2660554,"Paenibacillus sp. B01",8,NA,NA,NA
486994,"Salmonella enterica subsp. enterica serovar Hvittingfoss",7,NA,NA,NA
2663022,"Gracilibacillus salitolerans",7,NA,NA,NA
418701,"Litoricola lipolytica",3,NA,NA,NA
2664893,"Agrobacterium sp. MA01",3,NA,NA,NA
2789776,"Actinomarinicola tropica",1,NA,NA,NA
596,"Salmonella enterica subsp. enterica serovar Muenchen",7,NA,NA,NA
2582831,"Streptomyces sp. SUK 48",7,NA,NA,NA
28151,"Serratia proteamaculans",7,NA,NA,NA
2654547,"Pseudactinotalea sp. HY158",2,NA,NA,NA
1940789,"Lactococcus petauri",5,NA,NA,NA
637390,"Acidithiobacillus thiooxidans ATCC 19377",2,NA,NA,NA
699186,"Enterococcus faecalis R712",4,NA,NA,NA
316276,"Thermochromatium tepidum ATCC 43061",3,NA,NA,NA
2082385,"Polaromonas sp. Pch-P",1,NA,NA,NA
248903,"Paenibacillus xylanilyticus",13,NA,NA,NA
1962641,"Salmonella enterica subsp. enterica serovar Birkenhead",7,NA,NA,NA
2665642,"Allosaccharopolyspora coralli",4,NA,NA,NA
29495,"Vibrio navarrensis",11,NA,NA,NA
1481663,"Vibrio metoecus",10,NA,NA,NA
29494,"Vibrio furnissii",9,NA,NA,NA
675,"Vibrio cincinnatiensis",10,NA,NA,NA
1763883,"Vibrio cidicii",11,NA,NA,NA
57741,"Salmonella enterica subsp. enterica serovar Blockley",7,NA,NA,NA
2666100,"Neisseria brasiliensis",4,NA,NA,NA
1914461,"Micromonospora terminaliae",3,NA,NA,NA
40041,"Streptococcus equi subsp. zooepidemicus",6,NA,NA,NA
2666185,"Spiribacter sp. 2438",1,NA,NA,NA
202956,"Acinetobacter towneri",7,NA,NA,NA
2666127,"Bacillus sp. N3536",10,NA,NA,NA
2661922,"Vibrio sp. THAF191d",11,NA,NA,NA
2606626,"Sodaliphilus pleomorphus",4,NA,NA,NA
630129,"Bifidobacterium catenulatum subsp. kashiwanohense",5,NA,NA,NA
29347,"[Clostridium] scindens",4,NA,NA,NA
1032623,"Otariodibacter oris",6,NA,NA,NA
1282,"Staphylococcus epidermidis",5,NA,NA,NA
134,"Methylocystis parvus",2,NA,NA,NA
571177,"Desulfosarcina alkanivorans",2,NA,NA,NA
947919,"Desulfosarcina widdelii",2,NA,NA,NA
885957,"Desulfosarcina ovata subsp. sediminis",2,NA,NA,NA
2752305,"Desulfosarcina ovata subsp. ovata",2,NA,NA,NA
1380432,"Halorhabdus sp. CBA1104",1,NA,NA,NA
2184581,"Arthrobacter sp. AQ5-05",6,NA,NA,NA
2054902,"Rhodococcus sp. AQ5-07",5,NA,NA,NA
2672569,"Microlunatus sp. Gsoil 973",1,NA,NA,NA
2675225,"Novosphingobium sp. Gsoil 351",1,NA,NA,NA
1813880,"Tetrasphaera sp. HKS02",1,NA,NA,NA
2587808,"Cellulosimicrobium sp. BI34T",3,NA,NA,NA
2661921,"Vibrio sp. THAF191c",11,NA,NA,NA
2675754,"Haloactinobacterium kanbiaonis",2,NA,NA,NA
2676077,"Sphingobium sp. CAP-1",3,NA,NA,NA
2676309,"Gordonia sp. 135",4,NA,NA,NA
2654191,"Cellulomonas sp. JZ18",3,NA,NA,NA
2608982,"Gimesia benthica",2,NA,NA,NA
2567941,"Metabacillus sediminilitoris",14,NA,NA,NA
2491679,"Escherichia coli O22:H8",7,NA,NA,NA
1778678,"Paenibacillus psychroresistens",8,NA,NA,NA
2283,"Acidianus ambivalens",1,NA,NA,NA
41675,"Stygiolobus azoricus",1,NA,NA,NA
69656,"Sulfurisphaera ohwakuensis",1,NA,NA,NA
84135,"Gemella sanguinis",4,NA,NA,NA
29391,"Gemella morbillorum",4,NA,NA,NA
2545799,"Capnocytophaga sp. FDAARGOS_737",4,NA,NA,NA
2054,"Gordonia bronchialis",2,NA,NA,NA
324079,"Spiroplasma tabanidicola",1,NA,NA,NA
1566351,"Desulfuromonas sp. AOP6",2,NA,NA,NA
2598453,"Streptococcus sp. 116-D4",4,NA,NA,NA
226665,"Rickettsia conorii subsp. heilongjiangensis",1,NA,NA,NA
1584,"Lactobacillus delbrueckii",9,NA,NA,NA
2070537,"Commensalibacter sp. ESL0284",4,NA,NA,NA
47960,"Guyparkeria halophila",2,NA,NA,NA
235275,"Pseudomonas coronafaciens pv. coronafaciens",5,NA,NA,NA
2675216,"Corynebacterium kalinowskii",4,NA,NA,NA
2675218,"Corynebacterium comes",5,NA,NA,NA
2675219,"Corynebacterium occultum",6,NA,NA,NA
2293317,"Candidatus Syntrophocurvum alkaliphilum",3,NA,NA,NA
2681307,"Leclercia sp. J807",8,NA,NA,NA
2681308,"Leclercia sp. 119287",8,NA,NA,NA
2681984,"Erwinia sp. J780",7,NA,NA,NA
1329,"Streptococcus canis",6,NA,NA,NA
2681549,"Sphingomonas profundi",2,NA,NA,NA
33962,"Lentilactobacillus kefiri",5,NA,NA,NA
31963,"Clavibacter michiganensis subsp. nebraskensis",2,NA,NA,NA
33013,"Clavibacter michiganensis subsp. michiganensis",2,NA,NA,NA
1977088,"Streptomyces ficellus",6,NA,NA,NA
2026191,"Bacillus luti",14,NA,NA,NA
2026189,"Bacillus albus",14,NA,NA,NA
2681309,"Leclercia sp. Colony189",8,NA,NA,NA
626774,"Proteus terrae subsp. cibarius",7,NA,NA,NA
2676868,"Phnomibacter ginsenosidimutans",2,NA,NA,NA
912801,"Dietzia sp. DQ12-45-1b",2,NA,NA,NA
44454,"Mycobacterium avium subsp. avium",1,NA,NA,NA
2591109,"Casimicrobium huifangae",2,NA,NA,NA
2682091,"Mucilaginibacter ginkgonis",2,NA,NA,NA
453783,"Lysobacter soli",2,NA,NA,NA
2683590,"Diaminobutyricimonas sp. LJ205",2,NA,NA,NA
2698804,"Streptococcus sp. CNU G3",7,NA,NA,NA
1510150,"Permianibacter aggregans",2,NA,NA,NA
1335,"Streptococcus equinus",7,NA,NA,NA
2683680,"Bacillus sp. ms-22",8,NA,NA,NA
935547,"Mesorhizobium japonicum R7A",2,NA,NA,NA
1816183,"Haloplanus rallus",2,NA,NA,NA
2494550,"Roseovarius faecimaris",1,NA,NA,NA
2681766,"Maribellus comscasis",2,NA,NA,NA
2678688,"Pseudodesulfovibrio cashew",3,NA,NA,NA
38293,"Photobacterium damselae",20,NA,NA,NA
676,"Vibrio fluvialis",9,NA,NA,NA
29494,"Vibrio furnissii",8,NA,NA,NA
29495,"Vibrio navarrensis",10,NA,NA,NA
28172,"Vibrio metschnikovii",9,NA,NA,NA
948564,"Vibrio cholerae C6706",9,NA,NA,NA
56455,"Xanthomonas hyacinthi",2,NA,NA,NA
33959,"Lactobacillus johnsonii",5,NA,NA,NA
538381,"Stappia indica",2,NA,NA,NA
871742,"Massilia flava",6,NA,NA,NA
2684468,"Streptomyces sp. QHH-9511",6,NA,NA,NA
2571747,"Paraburkholderia acidiphila",7,NA,NA,NA
2571748,"Paraburkholderia acidisoli",6,NA,NA,NA
2686288,"Microcystis aeruginosa FD4",2,NA,NA,NA
2572594,"Myroides fluvii",6,NA,NA,NA
2683967,"Mycoplasma sp. NEAQ87857",3,NA,NA,NA
2684658,"Streptococcus sp. CNU 77-61",7,NA,NA,NA
2686094,"Terricaulis silvestris",1,NA,NA,NA
2686304,"Streptomyces broussonetiae",6,NA,NA,NA
55583,"Dehalobacter restrictus",3,NA,NA,NA
2686359,"Paraglaciecola sp. L1A13",5,NA,NA,NA
2686358,"Paraglaciecola sp. L3A3",5,NA,NA,NA
2686361,"Polaribacter sp. L3A8",5,NA,NA,NA
2686365,"Algibacter sp. L1A34",4,NA,NA,NA
2686366,"Algibacter sp. L3A6",4,NA,NA,NA
2686360,"Cobetia sp. L2A1",6,NA,NA,NA
2686363,"Formosa sp. L2A11",6,NA,NA,NA
2686362,"Cellulophaga sp. L1A9",4,NA,NA,NA
702745,"Myroides phaeus",11,NA,NA,NA
189381,"Rossellomorea marisflavi",10,NA,NA,NA
2597702,"Serratia rhizosphaerae",7,NA,NA,NA
2682541,"Bacillus sp. N1-1",9,NA,NA,NA
183795,"Pseudomonas mediterranea",5,NA,NA,NA
2605424,"Pseudomonas sp. J380",6,NA,NA,NA
2681986,"Blochmannia endosymbiont of Camponotus nipponensis",1,NA,NA,NA
2679994,"Mannheimia ovis",6,NA,NA,NA
2607663,"Yersinia canariae",7,NA,NA,NA
1314,"Streptococcus pyogenes",8,NA,NA,NA
2689569,"Colwellia sp. 20A7",7,NA,NA,NA
2691571,"Stenotrophomonas sp. 364",3,NA,NA,NA
2676871,"Streptomyces sp. Tu 2975",6,NA,NA,NA
2652177,"Pelistega ratti",3,NA,NA,NA
1891644,"Epidermidibacterium keratini",1,NA,NA,NA
1636720,"Anoxybacillus sp. PDR2",9,NA,NA,NA
2692235,"Streptomyces sp. GF20",7,NA,NA,NA
2692234,"Streptomyces sp. GS7",7,NA,NA,NA
2692233,"Streptomyces sp. HF10",7,NA,NA,NA
1671680,"Rathayibacter tanaceti",2,NA,NA,NA
2609253,"Rathayibacter sp. VKM Ac-2760",2,NA,NA,NA
110937,"Rathayibacter festucae",2,NA,NA,NA
2609252,"Rathayibacter sp. VKM Ac-2759",2,NA,NA,NA
2609255,"Rathayibacter sp. VKM Ac-2801",2,NA,NA,NA
2609258,"Rathayibacter sp. VKM Ac-2805",2,NA,NA,NA
2497861,"Halomonas tianxiuensis",4,NA,NA,NA
2690380,"Lactobacillus sp. JM1",5,NA,NA,NA
1573712,"Pseudomonas sp. R84",6,NA,NA,NA
1573714,"Pseudomonas sp. S04",7,NA,NA,NA
1573711,"Pseudomonas sp. R76",5,NA,NA,NA
2690837,"Eggerthella guodeyinii",3,NA,NA,NA
29570,"Halomonas meridiana",6,NA,NA,NA
2686014,"Neorickettsia findlayensis",1,NA,NA,NA
375899,"Trichormus variabilis 0441",4,NA,NA,NA
519081,"Aquitalea denitrificans",8,NA,NA,NA
2698900,"Gordonia sp. JH63",3,NA,NA,NA
1176514,"Burkholderia glumae AU6208",5,NA,NA,NA
2695266,"Streptomyces sp. HM190",6,NA,NA,NA
29491,"Aeromonas salmonicida subsp. salmonicida",10,NA,NA,NA
2692425,"Pontibacillus sp. HMF3514",8,NA,NA,NA
218284,"Rossellomorea vietnamensis",11,NA,NA,NA
2651974,"Hydrogenophaga sp. BPS33",2,NA,NA,NA
434010,"Hydrogenophaga sp. PBL-H3",2,NA,NA,NA
2663121,"Rhodococcus sp. WAY2",4,NA,NA,NA
2660750,"Bacillus sp. A260",14,NA,NA,NA
1573704,"Pseudomonas sp. R32",6,NA,NA,NA
322535,"Pseudomonas sp. S19",7,NA,NA,NA
1573718,"Pseudomonas sp. S34",7,NA,NA,NA
1573719,"Pseudomonas sp. S35",6,NA,NA,NA
1573720,"Pseudomonas sp. S49",6,NA,NA,NA
1940319,"Streptococcus sp. DAT741",4,NA,NA,NA
2175864,"Streptomyces sp. NHF165",6,NA,NA,NA
2654238,"Pseudomonas sp. DTU12.1",6,NA,NA,NA
76335,"Nostoc sp. ATCC 53789",4,NA,NA,NA
1829,"Rhodococcus rhodochrous",4,NA,NA,NA
56453,"Xanthomonas cucurbitae",2,NA,NA,NA
1048830,"Malacoplasma iowae 695",1,NA,NA,NA
2283483,"Sulfurimonas sp. CVO",4,NA,NA,NA
2487929,"Coxiella endosymbiont of Amblyomma sculptum",1,NA,NA,NA
134534,"Acinetobacter gyllenbergii",6,NA,NA,NA
70348,"Acinetobacter dispersus",6,NA,NA,NA
1218801,"Kordia antarctica",3,NA,NA,NA
1516059,"Microbulbifer sp. ALW1",5,NA,NA,NA
2697043,"Tichowtungia aerotolerans",2,NA,NA,NA
47490,"Thermoanaerobacterium aotearoense",5,NA,NA,NA
2697369,"Serratia sp. NGAS9",7,NA,NA,NA
2697370,"Citrobacter sp. LUTT5",8,NA,NA,NA
2697371,"Klebsiella sp. MPUS7",8,NA,NA,NA
2697033,"Bombella sp. KACC 21507",5,NA,NA,NA
2697032,"Xylophilus rhododendri",3,NA,NA,NA
2665175,"Bacillus sp. AM1(2019)",9,NA,NA,NA
2607656,"Hymenobacter busanensis",3,NA,NA,NA
197222,"Paraglaciecola mesophila",5,NA,NA,NA
2518989,"Aequoribacter fuscus",2,NA,NA,NA
65741,"Pseudomonas knackmussii",5,NA,NA,NA
2697569,"Pseudarthrobacter psychrotolerans",5,NA,NA,NA
2698458,"Nibribacter ruber",3,NA,NA,NA
2698679,"Sphingomonas changnyeongensis",2,NA,NA,NA
1615494,"Mixta intestinalis",7,NA,NA,NA
1458355,"Mixta theicola",7,NA,NA,NA
438,"Acetobacter pasteurianus",4,NA,NA,NA
573,"Klebsiella pneumoniae",7,NA,NA,NA
2602070,"Granulicella sp. WH15",1,NA,NA,NA
1987580,"Proteus columbae",7,NA,NA,NA
2606911,"Methanothermobacter sp. THM-1",2,NA,NA,NA
36821,"Gordonia amarae",3,NA,NA,NA
2831662,"Gordonia pseudoamarae",4,NA,NA,NA
1585976,"Bergeyella cardium",3,NA,NA,NA
2606912,"Methanothermobacter sp. THM-2",2,NA,NA,NA
674079,"Marisediminicola antarctica",2,NA,NA,NA
858422,"Bradyrhizobium sp. CCBAU 051011",1,NA,NA,NA
2057798,"Actinomyces sp. 432",3,NA,NA,NA
48074,"Microbulbifer hydrolyticus",4,NA,NA,NA
651,"Aeromonas media",10,NA,NA,NA
555,"Pectobacterium carotovorum subsp. carotovorum",7,NA,NA,NA
2493093,"Bradyrhizobium sp. LCT2",1,NA,NA,NA
83559,"Chlamydia suis",2,NA,NA,NA
1226751,"Mycolicibacterium monacense DSM 44395",2,NA,NA,NA
1055101,"Cobetia pacifica",7,NA,NA,NA
2778550,"Pectobacterium parvum",7,NA,NA,NA
29447,"Xanthomonas albilineans",2,NA,NA,NA
2694929,"Pontibacter russatus",3,NA,NA,NA
2696063,"Anaerocolumna sedimenticola",7,NA,NA,NA
1605,"Ligilactobacillus animalis",6,NA,NA,NA
2715735,"Candidatus Chazhemtobacterium aquaticus",1,NA,NA,NA
394935,"Chromobacterium haemolyticum",8,NA,NA,NA
803,"Bartonella quintana",2,NA,NA,NA
1441386,"Athalassotoga saccharophila",2,NA,NA,NA
1789,"Mycobacterium xenopi",2,NA,NA,NA
