"tax_id","genbank.Accession","org_name","name_class","rRNA16S_genes","tRNA_genes","genome_size","total_genes","coding_genes","isolation_source","reference","ref_type"
694429,"NC_015931","Pyrolobus fumarii 1A","scientific name",1,48,1843267,1951,1885,"not provided; submitted under migs 2.1","NC_015931","genbank_accession"
1151116,"NC_017047","Rahnella aquatilis HX2","scientific name",7,76,5656799,5235,4999," ","NC_017047","genbank_accession"
105219,"NZ_CP010799","Ralstonia mannitolilytica","scientific name",2,51,5072301,4724,4592,"bone marrow","NZ_CP010799","genbank_accession"
402626,"NC_010678","Ralstonia pickettii 12J","scientific name",3,56,5325729,4959,4830," ","NC_010678","genbank_accession"
267608,"NC_003295","Ralstonia solanacearum GMI1000","scientific name",4,57,5810922,5012,4849," ","NC_003295","genbank_accession"
365046,"NC_015677","Ramlibacter tataouinensis TTB310","scientific name",1,43,4070193,3906,3806," ","NC_015677","genbank_accession"
145458,"NZ_CP013292","Rathayibacter toxicus","scientific name",2,45,2346032,2137,2008," ","NZ_CP013292","genbank_accession"
288705,"NC_010168","Renibacterium salmoninarum ATCC 33209","scientific name",2,45,3155250,3221,2761," ","NC_010168","genbank_accession"
347834,"NC_007761","Rhizobium etli CFN 42","scientific name",3,50,6530228,6434,6021," ","NC_007761","genbank_accession"
1418105,"NZ_CP006877","Rhizobium gallicum bv. gallicum R602","scientific name",3,51,7311190,6959,6686," ","NZ_CP006877","genbank_accession"
754523,"NZ_CP007045","Rhizobium leguminosarum bv. trifolii WSM1689","scientific name",3,51,6903379,6587,6391," ","NZ_CP007045","genbank_accession"
1125847,"NZ_FO082820","Rhizobium sp. NT-26","scientific name",3,50,4577425,4433,4307," ","NZ_FO082820","genbank_accession"
698761,"NC_020059","Rhizobium tropici CIAT 899","scientific name",3,53,6686334,6310,6150,"phaseolus vulgaris root nodule","NC_020059","genbank_accession"
666685,"NC_020541","Rhodanobacter denitrificans","scientific name",2,49,4225490,3845,3755," ","NC_020541","genbank_accession"
272942,"NC_014034","Rhodobacter capsulatus SB 1003","scientific name",4,52,3871920,3634,3501," ","NC_014034","genbank_accession"
349102,"NC_009428","Rhodobacter sphaeroides ATCC 17025","scientific name",4,55,4557127,4474,4256," ","NC_009428","genbank_accession"
191292,"NZ_CP011341","Rhodococcus aetherivorans","scientific name",4,54,5922748,5326,5009,"soil","NZ_CP011341","genbank_accession"
685727,"NC_014659","Rhodococcus equi 103S","synonym",4,52,5043170,4614,4522," ","NC_014659","genbank_accession"
1136179,"NC_022115","Rhodococcus erythropolis CCM2595","scientific name",4,53,6371421,5855,5753," ","NC_022115","genbank_accession"
1051973,"NZ_CP015235","Rhodococcus fascians D188","scientific name",4,46,5502110,5138,5000," ","NZ_CP015235","genbank_accession"
101510,"NC_008268","Rhodococcus jostii RHA1","scientific name",4,52,9702737,8816,8465," ","NC_008268","genbank_accession"
1435356,"NC_023144","Rhodococcus pyridinivorans SB3094","scientific name",4,55,5590512,5094,4916," ","NC_023144","genbank_accession"
338969,"NC_007908","Rhodoferax ferrireducens T118","scientific name",2,46,4969784,4554,4436," ","NC_007908","genbank_accession"
1484693,"NZ_CP019239","Rhodoferax saidenbachensis","scientific name",2,46,4264855,4038,3936,"environment","NZ_CP019239","genbank_accession"
529884,"NZ_CP007490","Rhodoluna lacicola","scientific name",1,39,1430433,1394,1338,"freshwater","NZ_CP007490","genbank_accession"
648757,"NC_014664","Rhodomicrobium vannielii ATCC 17100","scientific name",2,49,4014469,3703,3552," ","NC_014664","genbank_accession"
243090,"NC_005027","Rhodopirellula baltica SH 1","scientific name",NA,NA,7145576,NA,NA," ","NC_005027","genbank_accession"
316055,"NC_008435","Rhodopseudomonas palustris BisA53","scientific name",2,50,5505494,4913,4797," ","NC_008435","genbank_accession"
316056,"NC_007925","Rhodopseudomonas palustris BisB18","scientific name",2,49,5513844,4969,4849," ","NC_007925","genbank_accession"
258594,"NC_005296","Rhodopseudomonas palustris CGA009","scientific name",2,49,5467640,4955,4851," ","NC_005296","genbank_accession"
316058,"NC_007778","Rhodopseudomonas palustris HaA2","scientific name",1,50,5331656,4732,4652," ","NC_007778","genbank_accession"
414684,"NC_011420","Rhodospirillum centenum SW","scientific name",4,52,4355543,3934,3772," ","NC_011420","genbank_accession"
269796,"NC_007643","Rhodospirillum rubrum ATCC 11170","scientific name",NA,NA,4406557,NA,NA," ","NC_007643","genbank_accession"
518766,"NC_013501","Rhodothermus marinus DSM 4252","scientific name",1,45,3386737,2911,2842," ","NC_013501","genbank_accession"
35806,"NZ_AP014800","Rhodovulum sulfidophilum","scientific name",3,50,4732772,4340,4155,"marine mud","NZ_AP014800","genbank_accession"
293614,"NC_009881","Rickettsia akari str. Hartford","scientific name",1,33,1231060,1202,980," ","NC_009881","genbank_accession"
1105110,"NC_017041","Rickettsia australis str. Cutlack","scientific name",1,33,1323280,1361,1157," ","NC_017041","genbank_accession"
336407,"NC_007940","Rickettsia bellii RML369-C","scientific name",1,34,1522076,1486,1372," ","NC_007940","genbank_accession"
293613,"NC_009879","Rickettsia canadensis str. McKiel","scientific name",1,33,1159772,1002,902," ","NC_009879","genbank_accession"
272944,"NC_003103","Rickettsia conorii str. Malish 7","scientific name",1,33,1268755,1532,1236," ","NC_003103","genbank_accession"
315456,"NC_007109","Rickettsia felis URRWXCal2","scientific name",1,33,1587240,1592,1302," ","NC_007109","genbank_accession"
652620,"NC_016050","Rickettsia japonica YH","scientific name",1,33,1283087,1374,1130," ","NC_016050","genbank_accession"
272947,"NC_000963","Rickettsia prowazekii str. Madrid E","scientific name",NA,NA,1111523,NA,NA," ","NC_000963","genbank_accession"
1105113,"NC_017042","Rickettsia rhipicephali str. 3-7-female6-CWPP","scientific name",1,33,1305467,1416,1117," ","NC_017042","genbank_accession"
257363,"NC_006142","Rickettsia typhi str. Wilmington","scientific name",1,33,1111496,866,817," ","NC_006142","genbank_accession"
1528098,"NZ_CP009217","Rickettsiales bacterium Ac37b","scientific name",1,39,1917564,1812,1709,"amblyomma tick","NZ_CP009217","genbank_accession"
693978,"NC_017045","Riemerella anatipestifer ATCC 11845 = DSM 15868","scientific name",3,37,2164087,2038,1977," ","NC_017045","genbank_accession"
373994,"NC_019678","Rivularia sp. PCC 7116","scientific name",3,51,8728773,6676,6481,"unialgal culture in marine water","NC_019678","genbank_accession"
313596,"NC_013222","Robiginitalea biformata HTCC2501","scientific name",2,41,3530383,3124,3043," ","NC_013222","genbank_accession"
76731,"NZ_CP013729","Roseateles depolymerans","scientific name",4,58,5681722,4837,4566,"water","NZ_CP013729","genbank_accession"
585394,"NC_015977","Roseburia hominis A2-183","scientific name",4,57,3592125,3285,3143," ","NC_015977","genbank_accession"
1294273,"NZ_CP004372","Roseibacterium elongatum DSM 19469","scientific name",2,47,3555109,3441,3104,"sand","NZ_CP004372","genbank_accession"
383372,"NC_009767","Roseiflexus castenholzii DSM 13941","scientific name",2,48,5723298,4601,4492," ","NC_009767","genbank_accession"
357808,"NC_009523","Roseiflexus sp. RS-1","scientific name",2,48,5801598,4763,4639," ","NC_009523","genbank_accession"
375451,"NC_008209","Roseobacter denitrificans OCh 114","scientific name",1,37,4331234,4078,3992," ","NC_008209","genbank_accession"
391595,"NC_015728","Roseobacter litoralis Och 149","scientific name",1,37,4745450,4559,4431,"seaweed","NC_015728","genbank_accession"
257708,"NZ_CP015583","Roseomonas gilardii","scientific name",5,59,5412463,4921,4751,"lake untersee","NZ_CP015583","genbank_accession"
762948,"NC_014643","Rothia dentocariosa ATCC 17931","scientific name",3,49,2506025,2126,2040,"biological product [envo:02000043]","NC_014643","genbank_accession"
680646,"NC_013715","Rothia mucilaginosa DY-18","scientific name",3,49,2264603,1765,1693," ","NC_013715","genbank_accession"
756272,"NC_015174","Rubinisphaera brasiliensis DSM 5305","scientific name",2,45,6006602,4816,4715,"water from a salt pit","NC_015174","genbank_accession"
983917,"NC_017075","Rubrivivax gelatinosus IL144","scientific name",3,50,5043253,4591,4505," ","NC_017075","genbank_accession"
42256,"NZ_CP007514","Rubrobacter radiotolerans","scientific name",1,45,3267233,3153,3015,"water","NZ_CP007514","genbank_accession"
266117,"NC_008148","Rubrobacter xylanophilus DSM 9941","scientific name",1,45,3225748,3207,3101," ","NC_008148","genbank_accession"
1265309,"NZ_CP015230","Ruegeria mobilis F1926","scientific name",4,56,4830028,4594,4479,"seawater","NZ_CP015230","genbank_accession"
246200,"NC_003911","Ruegeria pomeroyi DSS-3","scientific name",3,52,4601048,4412,4294," ","NC_003911","genbank_accession"
1379910,"NZ_CP010777","Rufibacter sp. DG31D","scientific name",2,41,4820793,3957,3857,"soil","NZ_CP010777","genbank_accession"
203119,"NC_009012","Ruminiclostridium thermocellum ATCC 27405","scientific name",4,56,3843301,3376,3224," ","NC_009012","genbank_accession"
697329,"NC_014824","Ruminococcus albus 7 = DSM 20455","scientific name",4,73,4482087,4069,3893," ","NC_014824","genbank_accession"
1160721,"NZ_HF545616","Ruminococcus bicirculans","scientific name",4,55,2968500,2758,2643,"washed fiber of faecal sample","NZ_HF545616","genbank_accession"
761193,"NC_015693","Runella slithyformis DSM 19594","scientific name",2,42,6919729,5841,5718,"fresh water lake","NC_015693","genbank_accession"
471857,"NC_013159","Saccharomonospora viridis DSM 43017","scientific name",3,47,4308349,3897,3772," ","NC_013159","genbank_accession"
203122,"NC_007912","Saccharophagus degradans 2-40","scientific name",2,41,5057531,4184,4084," ","NC_007912","genbank_accession"
405948,"NC_009142","Saccharopolyspora erythraea NRRL 2338","scientific name",4,50,8212805,7133,7004," ","NC_009142","genbank_accession"
1179773,"NC_019673","Saccharothrix espanaensis DSM 44229","scientific name",4,57,9360653,8275,8075," ","NC_019673","genbank_accession"
1230341,"NZ_CP011361","Salimicrobium jeotgali","scientific name",7,70,2776927,2839,2713,"fermented anchovy (engraulis japonica)","NZ_CP011361","genbank_accession"
1333523,"NC_021313","Salinarchaeum sp. Harcht-Bsk1","scientific name",1,46,3255260,3036,2925,"","NC_021313","genbank_accession"
309807,"NC_007677","Salinibacter ruber DSM 13855","scientific name",NA,NA,3587328,NA,NA," ","NC_007677","genbank_accession"
407035,"NZ_CP011366","Salinicoccus halodurans","scientific name",4,61,2778379,2813,2697,"qaidam basin","NZ_CP011366","genbank_accession"
1307761,"NC_023035","Salinispira pacifica","scientific name",2,43,3782798,3326,3182," ","NC_023035","genbank_accession"
391037,"NC_009953","Salinispora arenicola CNS-205","scientific name",3,52,5786361,4985,4844," ","NC_009953","genbank_accession"
369723,"NC_009380","Salinispora tropica CNB-440","scientific name",3,50,5183331,4627,4477," ","NC_009380","genbank_accession"
220341,"NC_003198","Salmonella enterica subsp. enterica serovar Typhi str. CT18","scientific name",NA,NA,5133713,NA,NA," ","NC_003198","genbank_accession"
99287,"NC_003197","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","scientific name",NA,NA,4951383,NA,NA," ","NC_003197","genbank_accession"
927083,"NZ_CP011125","Sandaracinus amylolyticus","scientific name",2,59,10327335,8851,8656," ","NZ_CP011125","genbank_accession"
446469,"NC_013521","Sanguibacter keddieii DSM 10542","scientific name",4,51,4253413,3731,3562," ","NC_013521","genbank_accession"
984262,"NC_016940","Saprospira grandis str. Lewin","scientific name",3,48,4400185,4016,3791," ","NC_016940","genbank_accession"
1150468,"NZ_AP012334","Scardovia inopinata JCM 12537","scientific name",2,46,1797862,1489,1377," ","NZ_AP012334","genbank_accession"
526218,"NC_013517","Sebaldella termitidis ATCC 33386","scientific name",4,40,4486650,4174,4085," ","NC_013517","genbank_accession"
1199245,"NC_018419","secondary endosymbiont of Ctenarytaina eucalypti","scientific name",1,40,1441139,834,770," ","NC_018419","genbank_accession"
134287,"NC_018420","secondary endosymbiont of Heteropsylla cubana","scientific name",1,38,1121596,606,532," ","NC_018420","genbank_accession"
1543721,"NZ_CP011412","Sedimenticola thiotaurini","scientific name",2,50,3962284,3662,3583,"salt marsh","NZ_CP011412","genbank_accession"
573413,"NC_014364","Sediminispirochaeta smaragdinae DSM 11293","scientific name",2,48,4653970,4331,4258,"oil field","NC_014364","genbank_accession"
640132,"NC_014168","Segniliparus rotundus DSM 44985","scientific name",1,47,3157527,3062,2963,"sputum","NC_014168","genbank_accession"
927704,"NC_017068","Selenomonas ruminantium subsp. lactilytica TAM6421","scientific name",7,72,3631933,3494,3368," ","NC_017068","genbank_accession"
546271,"NC_015437","Selenomonas sputigena ATCC 35185","scientific name",4,53,2568361,2377,2275,"subgingival sulcus","NC_015437","genbank_accession"
47917,"NZ_CP013913","Serratia fonticola","scientific name",8,84,6325799,5933,5599,"soil","NZ_CP013913","genbank_accession"
1346614,"NC_021741","Serratia liquefaciens ATCC 27592","scientific name",7,84,5282719,4993,4791," ","NC_021741","genbank_accession"
273526,"NZ_HG326223","Serratia marcescens subsp. marcescens Db11","scientific name",7,87,5113802,4849,4682," ","NZ_HG326223","genbank_accession"
61652,"NZ_CP014474","Serratia rubidaea","scientific name",7,73,4922834,4620,4466,"sputum","NZ_CP014474","genbank_accession"
326297,"NC_008700","Shewanella amazonensis SB2B","scientific name",8,101,4306142,3800,3638," ","NC_008700","genbank_accession"
693973,"NC_016901","Shewanella baltica OS678","scientific name",10,104,5368767,4658,4480," ","NC_016901","genbank_accession"
318161,"NC_007954","Shewanella denitrificans OS217","scientific name",8,93,4545906,3930,3740," ","NC_007954","genbank_accession"
318167,"NC_008345","Shewanella frigidimarina NCIMB 400","scientific name",9,96,4845257,4175,4000," ","NC_008345","genbank_accession"
323850,"NC_009092","Shewanella loihica PV-4","scientific name",8,94,4602594,4004,3855," ","NC_009092","genbank_accession"
211586,"NC_004347","Shewanella oneidensis MR-1","scientific name",NA,NA,5131424,NA,NA," ","NC_004347","genbank_accession"
398579,"NC_009901","Shewanella pealeana ATCC 700345","scientific name",11,142,5174581,4466,4264," ","NC_009901","genbank_accession"
225849,"NC_011566","Shewanella piezotolerans WP3","scientific name",8,86,5396476,4592,4390," ","NC_011566","genbank_accession"
425104,"NC_009831","Shewanella sediminis HAW-EB3","scientific name",12,126,5517674,4711,4513," ","NC_009831","genbank_accession"
637905,"NC_014012","Shewanella violacea DSS12","scientific name",14,126,4962103,4119,3885," ","NC_014012","genbank_accession"
392500,"NC_010506","Shewanella woodyi ATCC 51908","scientific name",10,125,5935403,5069,4858," ","NC_010506","genbank_accession"
300267,"NC_007606","Shigella dysenteriae Sd197","scientific name",NA,NA,4560911,NA,NA," ","NC_007606","genbank_accession"
198214,"NC_004337","Shigella flexneri 2a str. 301","scientific name",NA,NA,4828820,NA,NA," ","NC_004337","genbank_accession"
630626,"NC_017910","Shimwellia blattae DSM 4481 = NBRC 105725","scientific name",8,88,4158725,4015,3809," ","NC_017910","genbank_accession"
879274,"NZ_CP015736","Shinella sp. HZN7","scientific name",3,51,7354253,6963,6703," ","NZ_CP015736","genbank_accession"
1454006,"NZ_CP007202","Siansivirga zeaxanthinifaciens CC-SAMT-1","scientific name",3,43,3303986,2871,2771,"marine water","NZ_CP007202","genbank_accession"
580332,"NC_013959","Sideroxydans lithotrophicus ES-1","scientific name",2,45,3003656,2985,2908," ","NC_013959","genbank_accession"
1117647,"NC_018868","Simiduia agarivorans SA1 = DSM 21679","scientific name",3,41,4300227,3837,3733," ","NC_018868","genbank_accession"
331113,"NC_015713","Simkania negevensis Z","scientific name",1,35,2628375,2405,2351," ","NC_015713","genbank_accession"
886293,"NC_019892","Singulisphaera acidiphila DSM 18658","scientific name",8,64,9755686,7516,7363," ","NC_019892","genbank_accession"
194963,"NZ_CP013107","Sinorhizobium americanum","scientific name",3,54,6751508,6302,5975," ","NZ_CP013107","genbank_accession"
394,"NC_012587","Sinorhizobium fredii NGR234","scientific name",NA,NA,6891900,NA,NA," ","NC_012587","genbank_accession"
366394,"NC_009620","Sinorhizobium medicae WSM419","scientific name",NA,NA,6817576,NA,NA," ","NC_009620","genbank_accession"
266834,"NC_003037","Sinorhizobium meliloti 1021","scientific name",NA,NA,6691694,NA,NA," ","NC_003037","genbank_accession"
471855,"NC_013165","Slackia heliotrinireducens DSM 20476","scientific name",2,48,3165038,2810,2697," ","NC_013165","genbank_accession"
187101,"NZ_CP011280","Sneathia amnii","scientific name",3,36,1330224,1296,1234,"amniotic fluid","NZ_CP011280","genbank_accession"
1196094,"NZ_CP007446","Snodgrassella alvi wkB2","scientific name",4,59,2527978,2297,2198," ","NZ_CP007446","genbank_accession"
343509,"NC_007712","Sodalis glossinidius str. 'morsitans'","scientific name",7,72,4292502,4654,3504," ","NC_007712","genbank_accession"
1239307,"NZ_CP006569","Sodalis praecaptivus","scientific name",7,76,5159425,4623,4425," ","NZ_CP006569","genbank_accession"
76853,"NZ_CP014609","Solibacillus silvestris","scientific name",12,116,3991226,3938,3754," ","NZ_CP014609","genbank_accession"
929556,"NC_017770","Solitalea canadensis DSM 3403","scientific name",4,59,5202069,4406,4277,"soil","NC_017770","genbank_accession"
448385,"NC_010162","Sorangium cellulosum So ce56","scientific name",4,61,13033779,9524,9326," ","NC_010162","genbank_accession"
479434,"NC_013523","Sphaerobacter thermophilus DSM 20745","scientific name",2,50,3993764,3507,3403," ","NC_013523","genbank_accession"
760011,"NC_015436","Sphaerochaeta coccoides DSM 17374","scientific name",3,47,2227296,1907,1820,"termite hindgut","NC_015436","genbank_accession"
158189,"NC_015152","Sphaerochaeta globosa str. Buddy","scientific name",4,48,3316466,3096,3019,"marine hot spring","NC_015152","genbank_accession"
158190,"NC_016633","Sphaerochaeta pleomorpha str. Grapes","scientific name",4,49,3590853,3269,3188," ","NC_016633","genbank_accession"
743722,"NC_015277","Sphingobacterium sp. 21","scientific name",4,50,6226409,5202,5084," ","NC_015277","genbank_accession"
1538644,"NZ_CP009278","Sphingobacterium sp. ML3W","scientific name",8,88,5329010,4530,4359,"wing","NZ_CP009278","genbank_accession"
690566,"NC_015593","Sphingobium chlorophenolicum L-1","scientific name",3,57,4573221,4177,4038,"freshwater sediment","NC_015593","genbank_accession"
452662,"NC_014005","Sphingobium japonicum UT26S","scientific name",3,56,4424862,4150,4048," ","NC_014005","genbank_accession"
1843368,"NZ_CP016453","Sphingobium sp. RAC03","scientific name",3,53,4369746,4128,4004,"chrysochromulina tobin phycosphere","NZ_CP016453","genbank_accession"
627192,"NC_015974","Sphingobium sp. SYK-6","scientific name",2,50,4348133,4016,3917," ","NC_015974","genbank_accession"
1609977,"NZ_CP010836","Sphingomonas hengshuiensis","scientific name",2,48,5228389,4764,4614,"soil of hengshui lake","NZ_CP010836","genbank_accession"
621456,"NZ_CP017579","Sphingomonas melonis TY","scientific name",2,51,4196755,3876,3564,"no","NZ_CP017579","genbank_accession"
1123269,"NZ_CP006644","Sphingomonas sanxanigenens DSM 19645 = NX02","scientific name",3,58,6580298,6082,5893," ","NZ_CP006644","genbank_accession"
1549858,"NZ_CP009571","Sphingomonas taxi","scientific name",3,53,4061902,3694,3587,"plant","NZ_CP009571","genbank_accession"
392499,"NC_009507","Sphingomonas wittichii RW1","scientific name",2,48,5915246,5418,5317," ","NC_009507","genbank_accession"
317655,"NC_008048","Sphingopyxis alaskensis RB2256","scientific name",1,45,3373713,3255,3176," ","NC_008048","genbank_accession"
1515612,"NZ_CP009122","Sphingopyxis fribergensis","scientific name",1,45,5202172,4869,4745,"soil sample","NZ_CP009122","genbank_accession"
33050,"NZ_CP009429","Sphingopyxis macrogoltabida","scientific name",1,58,5748623,5518,5352,"soil","NZ_CP009429","genbank_accession"
292913,"NZ_CP009452","Sphingopyxis sp. 113P3","scientific name",1,47,4664213,4526,4392,"activated sludge","NZ_CP009452","genbank_accession"
1219058,"NZ_CP013342","Sphingopyxis terrae NBRC 15098","scientific name",1,45,3983415,3800,3700,"kyoto","NZ_CP013342","genbank_accession"
1335757,"NC_022664","Spiribacter curvatus","scientific name",1,45,1926631,1919,1825," ","NC_022664","genbank_accession"
1260251,"NC_021291","Spiribacter salinus M19-40","scientific name",1,45,1739487,1720,1654,"solar saltern of 19% salinity","NC_021291","genbank_accession"
889378,"NC_017098","Spirochaeta africana DSM 8902","scientific name",3,46,3285855,2839,2748," ","NC_017098","genbank_accession"
869211,"NC_017583","Spirochaeta thermophila DSM 6578","scientific name",2,46,2560222,2344,2258,"marine hot spring","NC_017583","genbank_accession"
1276258,"NC_022998","Spiroplasma apis B31","scientific name",1,29,1160554,1025,978," ","NC_022998","genbank_accession"
362837,"NZ_CP012622","Spiroplasma cantharicola","scientific name",1,29,1179577,1046,998," ","NZ_CP012622","genbank_accession"
1276227,"NC_021280","Spiroplasma chrysopicola DF-1","scientific name",1,33,1123322,1047,996," ","NC_021280","genbank_accession"
1276246,"NZ_CP006681","Spiroplasma culicicola AES-1","scientific name",1,29,1175131,1092,1044," ","NZ_CP006681","genbank_accession"
1276221,"NC_021833","Spiroplasma diminutum CUAS-1","scientific name",1,29,945296,885,848," ","NC_021833","genbank_accession"
315358,"NZ_CP011856","Spiroplasma eriocheiris","scientific name",1,32,1365714,1254,1191," ","NZ_CP011856","genbank_accession"
273035,"NZ_CP010899","Spiroplasma kunkelii CR2-3x","scientific name",1,32,1514561,1621,1375," ","NZ_CP010899","genbank_accession"
216942,"NZ_CP012357","Spiroplasma litorale","scientific name",1,29,1225519,1150,1086,"campground","NZ_CP012357","genbank_accession"
838561,"NZ_CP006720","Spiroplasma mirum ATCC 29335","scientific name",1,33,1132608,1196,1089,"rabbit tick","NZ_CP006720","genbank_accession"
1276257,"NZ_CP006934","Spiroplasma sabaudiense Ar-1343","scientific name",2,30,1075953,972,927," ","NZ_CP006934","genbank_accession"
1276229,"NC_021284","Spiroplasma syrphidicola EA-1","scientific name",1,32,1107344,1031,987," ","NC_021284","genbank_accession"
1276220,"NC_021832","Spiroplasma taiwanense CT-1","scientific name",1,29,1086278,1108,1041," ","NC_021832","genbank_accession"
216946,"NZ_CP012328","Spiroplasma turonicum","scientific name",1,29,1261374,1122,1070," ","NZ_CP012328","genbank_accession"
1379870,"NZ_CP010429","Spirosoma radiotolerans","scientific name",3,40,7029352,5691,5580,"soil","NZ_CP010429","genbank_accession"
1620392,"NZ_CP011477","Spongiibacter sp. IMCC21906","scientific name",2,41,3481669,3219,3133,"seawater","NZ_CP011477","genbank_accession"
446470,"NC_013947","Stackebrandtia nassauensis DSM 44728","scientific name",2,46,6841557,6405,6229,"soil","NC_013947","genbank_accession"
111780,"NC_019748","Stanieria cyanosphaera PCC 7437","scientific name",2,42,5544990,4958,4740,"pool at botanical garden","NC_019748","genbank_accession"
1280,"NZ_CP009828","Staphylococcus aureus","scientific name",5,57,2709797,2723,2597,"the wound exudate of bone fracture","NZ_CP009828","genbank_accession"
93061,"NC_007795","Staphylococcus aureus subsp. aureus NCTC 8325","scientific name",NA,NA,2821361,NA,NA," ","NC_007795","genbank_accession"
72758,"NZ_CP007601","Staphylococcus capitis subsp. capitis","scientific name",6,62,2503265,2385,2260," ","NZ_CP007601","genbank_accession"
70255,"NZ_CP015114","Staphylococcus condimenti","scientific name",6,58,2659676,2553,2427,"soy sauce mash","NZ_CP015114","genbank_accession"
176280,"NC_004461","Staphylococcus epidermidis ATCC 12228","scientific name",NA,NA,2564615,NA,NA," ","NC_004461","genbank_accession"
246432,"NZ_CP013114","Staphylococcus equorum","scientific name",7,58,2822193,2702,2597,"saeu-jeotgal, salted fermented food","NZ_CP013114","genbank_accession"
279808,"NC_007168","Staphylococcus haemolyticus JCSC1435","scientific name",5,60,2697861,2593,2470," ","NC_007168","genbank_accession"
1284,"NZ_CP008747","Staphylococcus hyicus","scientific name",6,57,2472129,2351,2256,"pig with exfoliative dermatitis","NZ_CP008747","genbank_accession"
698737,"NC_013893","Staphylococcus lugdunensis HKU09-01","scientific name",6,60,2658366,2513,2410,"clinical specimen","NC_013893","genbank_accession"
937773,"NC_014925","Staphylococcus pseudintermedius HKU10-03","scientific name",6,59,2617381,2477,2366," ","NC_014925","genbank_accession"
342451,"NC_007350","Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305","scientific name",6,58,2577899,2498,2337," ","NC_007350","genbank_accession"
1295,"NZ_CP010309","Staphylococcus schleiferi","scientific name",6,58,2582931,2459,2333,"skin","NZ_CP010309","genbank_accession"
1286,"NZ_CP014016","Staphylococcus simulans","scientific name",6,59,2647552,2508,2390,"peripheral blood","NZ_CP014016","genbank_accession"
61015,"NZ_CP018199","Staphylococcus succinus","scientific name",6,57,2745675,2622,2518,"doenjang, fermented soybeans","NZ_CP018199","genbank_accession"
1194526,"NC_020164","Staphylococcus warneri SG1","scientific name",5,58,2560716,2470,2362,"laboratory contaminant","NC_020164","genbank_accession"
1288,"NZ_CP007208","Staphylococcus xylosus","scientific name",4,53,2866963,2687,2553,"animal faecal matter","NZ_CP007208","genbank_accession"
591019,"NC_014205","Staphylothermus hellenicus DSM 12710","scientific name",1,43,1580347,1651,1586,"","NC_014205","genbank_accession"
399550,"NC_009033","Staphylothermus marinus F1","scientific name",1,43,1570485,1662,1598,"","NC_009033","genbank_accession"
639283,"NC_014217","Starkeya novella DSM 506","scientific name",1,46,4765023,4477,4359,"soil","NC_014217","genbank_accession"
128780,"NZ_CP012900","Stenotrophomonas acidaminiphila","scientific name",3,61,4138297,3656,3513,"superficial sediment of polluted river","NZ_CP012900","genbank_accession"
522373,"NC_010943","Stenotrophomonas maltophilia K279a","scientific name",4,74,4851126,4458,4328," ","NC_010943","genbank_accession"
83617,"NZ_CP016756","Stenotrophomonas nitritireducens","scientific name",4,67,4541729,3871,3742,"lake sediments","NZ_CP016756","genbank_accession"
378806,"NC_014623","Stigmatella aurantiaca DW4/3-1","scientific name",2,49,10260756,8380,8145," ","NC_014623","genbank_accession"
519441,"NC_013515","Streptobacillus moniliformis DSM 12112","scientific name",5,39,1673280,1533,1445," ","NC_013515","genbank_accession"
208435,"NC_004116","Streptococcus agalactiae 2603V/R","scientific name",NA,NA,2160267,NA,NA," ","NC_004116","genbank_accession"
862971,"NC_022239","Streptococcus anginosus C238","scientific name",4,58,2233640,2184,2015," ","NC_022239","genbank_accession"
1302863,"NC_021175","Streptococcus cristatus AS 1.3089","scientific name",4,50,2142100,2126,1959," ","NC_021175","genbank_accession"
759913,"NC_019042","Streptococcus dysgalactiae subsp. equisimilis AC-2713","scientific name",5,57,2179445,2114,1952," ","NC_019042","genbank_accession"
40041,"NC_012470","Streptococcus equi subsp. zooepidemicus","scientific name",5,57,2149868,2003,1887," ","NC_012470","genbank_accession"
981539,"NC_017576","Streptococcus gallolyticus subsp. gallolyticus ATCC 43143","scientific name",5,60,2362241,2337,2225,"human blood","NC_017576","genbank_accession"
467705,"NC_009785","Streptococcus gordonii str. Challis substr. CH1","scientific name",4,59,2196662,2109,2003," ","NC_009785","genbank_accession"
1346,"NZ_CP010783","Streptococcus iniae","scientific name",5,58,2086959,2029,1906,"tissue from oliver flounder","NZ_CP010783","genbank_accession"
862967,"NC_022246","Streptococcus intermedius B196","scientific name",4,60,1996214,1945,1828," ","NC_022246","genbank_accession"
365659,"NC_013853","Streptococcus mitis B6","scientific name",NA,NA,2146611,NA,NA," ","NC_013853","genbank_accession"
210007,"NC_004350","Streptococcus mutans UA159","scientific name",NA,NA,2032925,NA,NA," ","NC_004350","genbank_accession"
760570,"NC_015678","Streptococcus parasanguinis ATCC 15912","scientific name",4,61,2153652,2028,1924,"biological product [envo:02000043]","NC_015678","genbank_accession"
936154,"NC_015558","Streptococcus parauberis KCTC 11537","scientific name",5,60,2143887,2198,1839," ","NC_015558","genbank_accession"
171101,"NC_003098","Streptococcus pneumoniae R6","scientific name",NA,NA,2038615,NA,NA," ","NC_003098","genbank_accession"
160490,"NC_002737","Streptococcus pyogenes M1 GAS","scientific name",NA,NA,1852433,NA,NA," ","NC_002737","genbank_accession"
