"tax_id","org_name","strain","reference","biosample_id","genome_size","gc_content","total_genes","coding_genes","tRNA_genes","host","RefSeq_category","genome_status","ftp_path","ref_type"
91891,"Legionella pneumophila subsp. pneumophila","FFI337","PRJNA337897","SAMN05513581",3362460,38.4,3065,2882,44,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/766/375/GCA_001766375.1_ASM176637v1","bioproject_id"
470,"Acinetobacter baumannii","HRAB-85","PRJNA348168","SAMN06046790",4098580,39.0054,3977,3790,74,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/305/GCA_001887305.1_ASM188730v1","bioproject_id"
287,"Pseudomonas aeruginosa","F63912","PRJNA253624","SAMN02894356",6618770,66.3,6353,6186,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/594/325/GCA_001594325.2_ASM159432v2","bioproject_id"
1311,"Streptococcus agalactiae","Sag27","PRJNA485393","SAMN09789228",2205230,35.7,2333,2143,80,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/115/GCA_003403115.1_ASM340311v1","bioproject_id"
1314,"Streptococcus pyogenes","STAB090229","PRJNA377855","SAMN06473357",1846350,38.6,1887,1755,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/295/GCA_002238295.1_ASM223829v1","bioproject_id"
1382920,"Helicobacter pylori oki102","oki102","PRJNA215147","SAMN03081488",1633210,38.8,1594,1456,36,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/045/GCA_000600045.1_ASM60004v1","bioproject_id"
487,"Neisseria meningitidis","M27559","PRJNA319252","SAMN04883452",2173740,51.7,2510,2171,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/765/GCA_001697765.1_ASM169776v1","bioproject_id"
727,"Haemophilus influenzae","NCTC11426","PRJEB6403","SAMEA3893456",1834480,38.1,1792,1633,58,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/755/GCA_900475755.1_45214_B02","bioproject_id"
591946,"Escherichia coli LF82","LF82","PRJNA33825","SAMEA3138414",4773110,50.7,4855,4586,85,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/495/GCA_000284495.1_ASM28449v1","bioproject_id"
1773,"Mycobacterium tuberculosis","TB282","PRJNA349996","SAMN05933692",4425860,65.6,4308,4120,45,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/145/GCA_001870145.1_ASM187014v1","bioproject_id"
1639,"Listeria monocytogenes","N2306","PRJNA276441","SAMN03372633",2911640,38.1,2939,2821,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/775/GCA_000950775.1_ASM95077v1","bioproject_id"
197,"Campylobacter jejuni","CJ677CC062","PRJNA268846","SAMN03246024",1644980,30.3,1723,1580,40,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/545/GCA_001506545.1_ASM150654v1","bioproject_id"
46170,"Staphylococcus aureus subsp. aureus","Gv69","PRJNA264181","SAMN03144721",3046210,32.9,3264,3016,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/575/GCA_000769575.1_ASM76957v1","bioproject_id"
1225522,"Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67","CDC1983-67","PRJNA173203","SAMN01884234",4623090,52.2,4685,4247,76,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/462/995/GCA_000462995.1_ASM46299v1","bioproject_id"
1064551,"Salmonella enterica subsp. enterica serovar Thompson str. RM6836","RM6836","PRJNA70669","SAMN02604282",4707650,52.2,4736,4504,79,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/275/GCA_000473275.1_ASM47327v1","bioproject_id"
46170,"Staphylococcus aureus subsp. aureus","FORC_001","PRJNA259937","SAMN03140315",2886020,32.8,3001,2795,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/025/GCA_000772025.1_ASM77202v1","bioproject_id"
197,"Campylobacter jejuni","CJ677CC059","PRJNA268846","SAMN03246022",1632510,30.4,1721,1586,40,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/565/GCA_001506565.1_ASM150656v1","bioproject_id"
1639,"Listeria monocytogenes","CFSAN008100","PRJNA215355","SAMN02689388",3108100,37.9495,3206,3080,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/005/925/GCA_001005925.2_ASM100592v2","bioproject_id"
1773,"Mycobacterium tuberculosis","I0004241-1","PRJNA343736","SAMN06010135",4386130,65.6,4258,4104,45,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/765/GCA_001895765.1_ASM189576v1","bioproject_id"
941322,"Escherichia coli O25b:H4-ST131","EC958","PRJEA61443","SAMEA2272019",5249450,50.8431,5472,5109,88,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/655/GCA_000285655.3_EC958.v1","bioproject_id"
727,"Haemophilus influenzae","NCTC12975","PRJEB6403","SAMEA4030739",1850790,38.1,1838,1690,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/995/GCA_900475995.1_47555_F02","bioproject_id"
487,"Neisseria meningitidis","M25472","PRJNA319252","SAMN04883448",2170150,51.7,2497,2165,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/785/GCA_001697785.1_ASM169778v1","bioproject_id"
1382921,"Helicobacter pylori oki112","oki112","PRJNA215148","SAMN03081489",1637930,38.8,1602,1451,36,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/085/GCA_000600085.1_ASM60008v1","bioproject_id"
1314,"Streptococcus pyogenes","STAB120304","PRJNA378587","SAMN06554460",1890350,38.6,1964,1812,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/315/GCA_002238315.1_ASM223831v1","bioproject_id"
1311,"Streptococcus agalactiae","SA111","PRJEB12926","SAMEA3888151",2275140,35.9,2320,2106,79,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/078/265/GCA_900078265.1_SA111","bioproject_id"
287,"Pseudomonas aeruginosa","N17-1","PRJNA265138","SAMN03145716",6370730,66.4,6038,5899,63,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/606/045/GCA_001606045.1_ASM160604v1","bioproject_id"
470,"Acinetobacter baumannii","AF-673","PRJNA271775","SAMN06077192",4093100,39.0705,3930,3728,74,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/985/GCA_001895985.1_ASM189598v1","bioproject_id"
91892,"Legionella pneumophila subsp. fraseri","Detroit-1","PRJNA344070","SAMN05818658",3515380,38.4,3187,3018,43,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/795/GCA_001886795.1_ASM188679v1","bioproject_id"
813,"Chlamydia trachomatis","D/13-96","PRJNA213111","SAMN02189834",1042750,41.3,965,901,37,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/675/GCA_000590675.1_ASM59067v1","bioproject_id"
28450,"Burkholderia pseudomallei","MSHR7929","PRJNA339871","SAMN05607057",7248500,68.1354,7507,6921,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/065/GCA_001975065.1_ASM197506v1","bioproject_id"
300268,"Shigella boydii Sb227","Sb227","PRJNA13146","SAMN02603601",4646520,51.0964,4616,4284,91,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/025/GCA_000012025.1_ASM1202v1","bioproject_id"
573,"Klebsiella pneumoniae","YH43","PRJDB4172","SAMD00039249",5520320,57.3,5447,5194,86,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/315/GCA_001548315.1_ASM154831v1","bioproject_id"
473423,"Xanthomonas citri pv. phaseoli var. fuscans","CFBP4885","PRJNA384182","SAMN06829861",5173310,64.6528,4653,4132,54,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/355/GCA_002759355.1_ASM275935v1","bioproject_id"
135461,"Bacillus subtilis subsp. subtilis","SRCM101441","PRJNA386754","SAMN07125936",4199280,43.2906,4455,4102,87,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/615/GCA_002173615.1_ASM217361v1","bioproject_id"
29459,"Brucella melitensis","1","PRJEB23353","SAMEA104369530",3295080,57.2358,3355,3120,54,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/525/GCA_900236525.1_Bru_genome6","bioproject_id"
520,"Bordetella pertussis","I344","PRJNA266616","SAMN03249375",4111060,67.7,3971,3613,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/735/GCA_001628735.1_ASM162873v1","bioproject_id"
1590,"Lactobacillus plantarum","LQ80","PRJNA445784","SAMN08939683",3447620,44.3777,3371,3186,68,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/097/595/GCA_003097595.1_ASM309759v1","bioproject_id"
1719,"Corynebacterium pseudotuberculosis","I37","PRJNA340871","SAMN05714673",2370280,52.1,2172,2026,49,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/145/GCA_001889145.1_ASM188914v1","bioproject_id"
492670,"Bacillus velezensis","131-4","PRJNA448279","SAMN08826802",3893030,46.7,3899,3667,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/047/045/GCA_003047045.1_ASM304704v1","bioproject_id"
492670,"Bacillus velezensis","GYL4","PRJNA383090","SAMN06759344",3975080,46.5,3901,3711,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/071/465/GCA_003071465.1_ASM307146v1","bioproject_id"
654,"Aeromonas veronii","CB51","PRJNA319612","SAMN04901561",4584100,58.6,4152,3623,123,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/345/GCA_001634345.1_ASM163434v1","bioproject_id"
1719,"Corynebacterium pseudotuberculosis","MEX30","PRJNA343017","SAMN05771874",2368140,52.1,2188,2008,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/265/GCA_001922265.1_ASM192226v1","bioproject_id"
1590,"Lactobacillus plantarum","HAC01","PRJNA470532","SAMN09087848",3230600,44.5461,3134,2956,67,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/143/915/GCA_003143915.1_ASM314391v1","bioproject_id"
520,"Bordetella pertussis","VA-190","PRJNA321467","SAMN04867636",4127220,67.7,3988,3632,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/365/GCA_001686365.1_ASM168636v1","bioproject_id"
29459,"Brucella melitensis","1","PRJEB23353","SAMEA104369528",3295030,57.2357,3360,3103,54,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/535/GCA_900236535.1_Bru_genome4","bioproject_id"
135461,"Bacillus subtilis subsp. subtilis","SRCM101444","PRJNA386755","SAMN07125937",3988600,43.6,4221,3949,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/695/GCA_002173695.1_ASM217369v1","bioproject_id"
473423,"Xanthomonas citri pv. phaseoli var. fuscans","CFBP6991","PRJNA384178","SAMN06829858",5309900,64.6303,4832,4399,54,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/395/GCA_002759395.1_ASM275939v1","bioproject_id"
72407,"Klebsiella pneumoniae subsp. pneumoniae","TGH8","PRJNA295651","SAMN04087461",5439720,57,5509,5192,98,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/055/GCA_001611055.1_ASM161105v1","bioproject_id"
344609,"Shigella boydii CDC 3083-94","BS512; CDC 3083-94","PRJNA15637","SAMN02604039",4874660,50.9975,5336,4557,102,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/185/GCA_000020185.1_ASM2018v1","bioproject_id"
28450,"Burkholderia pseudomallei","MSHR6755","PRJNA339871","SAMN05607056",7300610,68.0781,7536,6943,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/085/GCA_001975085.1_ASM197508v1","bioproject_id"
813,"Chlamydia trachomatis","J/31-98","PRJNA213111","SAMN02189838",1043210,41.3,965,901,37,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/755/GCA_000590755.1_ASM59075v1","bioproject_id"
91892,"Legionella pneumophila subsp. fraseri","Dallas 1E","PRJNA344070","SAMN05818649",3500940,38.3,3163,3004,43,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/835/GCA_001886835.1_ASM188683v1","bioproject_id"
470,"Acinetobacter baumannii","AF-401","PRJNA271775","SAMN06077191",4267630,39.0881,4153,3925,73,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/896/005/GCA_001896005.1_ASM189600v1","bioproject_id"
287,"Pseudomonas aeruginosa","ATCC 27853","PRJNA316664","SAMN04589231",6827740,66.1,6546,6376,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/925/GCA_001618925.1_ASM161892v1","bioproject_id"
1311,"Streptococcus agalactiae","BM110","PRJEB18603","SAMEA46071418",2170280,35.5,2283,2094,81,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/855/GCA_900155855.1_BM110","bioproject_id"
1314,"Streptococcus pyogenes","M3-b","PRJDB1740","SAMD00000355",1893820,38.5,1976,1839,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/175/GCA_002355175.1_ASM235517v1","bioproject_id"
1382922,"Helicobacter pylori oki128","oki128","PRJNA215150","SAMN03081490",1553830,39,1540,1357,36,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/125/GCA_000600125.1_ASM60012v1","bioproject_id"
487,"Neisseria meningitidis","M22759","PRJNA319252","SAMN04883382",2168310,51.7,2499,2162,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/805/GCA_001697805.1_ASM169780v1","bioproject_id"
727,"Haemophilus influenzae","NCTC13377","PRJEB6403","SAMEA3221101",1890470,38,1918,1743,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/275/GCA_900478275.1_34211_D02","bioproject_id"
1134782,"Escherichia coli O104:H4 str. 2009EL-2050","2009EL-2050","PRJNA81097","SAMN01831189",5438170,50.5424,5768,5312,96,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/255/GCA_000299255.1_ASM29925v1","bioproject_id"
1773,"Mycobacterium tuberculosis","M0018684-2","PRJNA343736","SAMN06010493",4359820,65.6,4239,4083,45,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/785/GCA_001895785.1_ASM189578v1","bioproject_id"
1639,"Listeria monocytogenes","CFSAN007956","PRJNA215355","SAMN02569973",2918170,38,2988,2871,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/005/985/GCA_001005985.1_ASM100598v1","bioproject_id"
197,"Campylobacter jejuni","CJ677CC032","PRJNA268846","SAMN03246012",1675990,30.3,1770,1626,40,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/585/GCA_001506585.1_ASM150658v1","bioproject_id"
1280,"Staphylococcus aureus","29b_MRSA","PRJNA268517","SAMN03251897",2872770,32.8,3016,2873,52,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/045/GCA_000815045.1_ASM81504v1","bioproject_id"
997339,"Salmonella enterica subsp. enterica serovar Newport str. WA_14882","WA_14882","PRJNA63695","SAMN02415193",4712540,52.2,4768,4521,83,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/483/715/GCA_000483715.2_ASM48371v2","bioproject_id"
1124917,"Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1","460004 2-1","PRJNA78433","SAMN02415150",4797170,52.1,4838,4580,84,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/195/GCA_000484195.2_ASM48419v2","bioproject_id"
1280,"Staphylococcus aureus","31b_MRSA","PRJNA268517","SAMN03251898",2872780,32.8,3016,2873,52,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/085/GCA_000815085.1_ASM81508v1","bioproject_id"
197,"Campylobacter jejuni","CJ677CC033","PRJNA268846","SAMN03246013",1634110,30.4,1717,1579,40,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/605/GCA_001506605.1_ASM150660v1","bioproject_id"
1639,"Listeria monocytogenes","L2074","PRJNA243260","SAMN02713647",2897190,38,2951,2837,67,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/065/GCA_001027065.1_ASM102706v1","bioproject_id"
1773,"Mycobacterium tuberculosis","I0004000-1","PRJNA343736","SAMN06010122",4365720,65.6,4252,4091,45,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/805/GCA_001895805.1_ASM189580v1","bioproject_id"
1133853,"Escherichia coli O104:H4 str. 2009EL-2071","2009EL-2071","PRJNA81099","SAMN01831190",5389710,50.651,5723,5249,97,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/475/GCA_000299475.1_ASM29947v1","bioproject_id"
727,"Haemophilus influenzae","NCTC12194","PRJEB6403","SAMEA3207620",1915360,38.2,1948,1774,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/325/GCA_900478325.1_33962_G01","bioproject_id"
487,"Neisseria meningitidis","M25087","PRJNA319252","SAMN04883421",2167990,51.7,2508,2167,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/825/GCA_001697825.1_ASM169782v1","bioproject_id"
1382923,"Helicobacter pylori oki154","oki154","PRJNA215152","SAMN03081491",1599700,38.8,1582,1405,36,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/145/GCA_000600145.1_ASM60014v1","bioproject_id"
1314,"Streptococcus pyogenes","JMUB1235","PRJDB5086","SAMD00057778",1741980,38.5,1736,1607,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/815/GCA_002355815.1_ASM235581v1","bioproject_id"
1311,"Streptococcus agalactiae","NCTC11930","PRJEB6403","SAMEA3597587",2063270,35.4,2164,1995,80,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/905/GCA_900474905.1_42042_A02","bioproject_id"
287,"Pseudomonas aeruginosa","BAMCPA07-48","PRJNA319532","SAMN04893615",7021550,66,6795,6512,63,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/245/GCA_001632245.1_ASM163224v1","bioproject_id"
470,"Acinetobacter baumannii","XDR-BJ83","PRJNA356204","SAMN06109232",4080620,38.912,3942,3703,74,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/375/GCA_001902375.1_ASM190237v1","bioproject_id"
446,"Legionella pneumophila","Philadelphia-1","PRJNA292755","SAMN03988484",3409140,38.3,3100,3002,44,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/585/GCA_001941585.1_ASM194158v1","bioproject_id"
813,"Chlamydia trachomatis","L2b/CS19/08","PRJNA266925","SAMN03195884",1046360,41.2634,974,903,37,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/705/GCA_000971705.1_ASM97170v1","bioproject_id"
28450,"Burkholderia pseudomallei","MSHR5864","PRJNA339871","SAMN05607051",7317380,68.0776,7554,6935,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/105/GCA_001975105.1_ASM197510v1","bioproject_id"
621,"Shigella boydii","ATCC 9210","PRJNA284097","SAMN03699691",4574250,51.2,4986,4485,90,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/225/GCA_001027225.1_ASM102722v1","bioproject_id"
72407,"Klebsiella pneumoniae subsp. pneumoniae","TGH10","PRJNA295651","SAMN04087462",5355460,57.3,5446,5128,97,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/095/GCA_001611095.1_ASM161109v1","bioproject_id"
473423,"Xanthomonas citri pv. phaseoli var. fuscans","CFBP6167","PRJNA384187","SAMN06829865",5388970,64.5475,4884,4327,54,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/415/GCA_002759415.1_ASM275941v1","bioproject_id"
135461,"Bacillus subtilis subsp. subtilis","SRCM100757","PRJNA386756","SAMN07125938",3988650,43.6,4220,3972,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/715/GCA_002173715.1_ASM217371v1","bioproject_id"
29459,"Brucella melitensis","1","PRJEB23353","SAMEA104369540",3295200,57.2358,3358,3126,54,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/545/GCA_900236545.1_Bru_genome36","bioproject_id"
520,"Bordetella pertussis","VA-194","PRJNA321467","SAMN04867637",4115170,67.7,3982,3622,52,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/405/GCA_001686405.1_ASM168640v1","bioproject_id"
1590,"Lactobacillus plantarum","SK151","PRJNA474785","SAMN09373895",3231250,44.6,3121,2971,65,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/405/GCA_003269405.1_ASM326940v1","bioproject_id"
1435377,"Sulfolobus acidocaldarius SUSAZ","SUSAZ","PRJNA231215","SAMN03081514",2061920,36.3,2228,2146,46,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/305/GCA_000508305.1_ASM50830v1","bioproject_id"
208962,"Escherichia albertii","Jul-66","PRJNA218110","SAMN07159045",5044070,49.7649,NA,NA,NA,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/815/GCA_003316815.1_ASM331681v1","bioproject_id"
1719,"Corynebacterium pseudotuberculosis","MEX31","PRJNA341961","SAMN05729795",2367880,52.1,2182,2058,48,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/285/GCA_001922285.1_ASM192228v1","bioproject_id"
492670,"Bacillus velezensis","QST713","PRJNA419138","SAMN08043192",4233760,45.9,4268,4062,79,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/255/GCA_003073255.1_ASM307325v1","bioproject_id"
492670,"Bacillus velezensis","LDO2","PRJNA451464","SAMN08971201",3947270,46.5,3937,3703,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/455/GCA_003073455.1_ASM307345v1","bioproject_id"
1719,"Corynebacterium pseudotuberculosis","PA07","PRJNA353916","SAMN06028557",2337350,52.2,2146,2009,49,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/942/005/GCA_001942005.2_ASM194200v2","bioproject_id"
1590,"Lactobacillus plantarum","DSR_M2","PRJNA392823","SAMN07280659",3250750,44.5895,3151,2991,68,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/286/955/GCA_003286955.1_ASM328695v1","bioproject_id"
520,"Bordetella pertussis","VA-175","PRJNA321467","SAMN04867635",4110000,67.7,3978,3625,53,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/425/GCA_001686425.1_ASM168642v1","bioproject_id"
29459,"Brucella melitensis","1","PRJEB23353","SAMEA104369529",3295050,57.2358,3356,3117,54,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/555/GCA_900236555.1_Bru_genome5","bioproject_id"
135461,"Bacillus subtilis subsp. subtilis","SRCM100761","PRJNA389629","SAMN07204268",3988630,43.6,4220,3959,86,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/955/GCA_002201955.1_ASM220195v1","bioproject_id"
611301,"Xanthomonas citri pv. citri","03-1638-1-1","PRJNA401937","SAMN07611881",5497730,64.4698,5019,4625,54,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/295/GCA_002952295.1_ASM295229v1","bioproject_id"
573,"Klebsiella pneumoniae","SKGH01","PRJNA320133","SAMN04917370",6088460,56.5414,6162,5797,88,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/765/GCA_001644765.1_ASM164476v1","bioproject_id"
621,"Shigella boydii","ATCC 8700","PRJNA218110","SAMN08330244",4525320,51.1161,NA,NA,NA,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/735/GCA_002946735.1_ASM294673v1","bioproject_id"
28450,"Burkholderia pseudomallei","MSHR4083","PRJNA339871","SAMN04226311",7437060,67.8909,7647,7059,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/125/GCA_001975125.1_ASM197512v1","bioproject_id"
813,"Chlamydia trachomatis","L2b/CS784/08","PRJNA266926","SAMN03195889",1046360,41.2634,974,903,37,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/725/GCA_000971725.1_ASM97172v1","bioproject_id"
