"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"4438","PAB_0000004441","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GM74","Pseudomonas sp. GM74 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","2158","Populus deltoides|Root nodule|Populus deltoides","2511231020","6115223","5649","5562","Yes","Permanent Draft","1144336","PRJNA83097","SAMN00839647","GCF_000282455.1","GCA_000282455.1","GM74.fsa","AKJG00000000.1","link"
"4439","PAB_0000004442","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GM78","Pseudomonas sp. GM78 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","2464","Populus deltoides|Root nodule|Populus deltoides","2511231021","7302637","6804","6724","Yes","Permanent Draft","1144337","PRJNA83099","SAMN00839648","GCF_000282475.1","GCA_000282475.1","GM78.fsa","AKJF00000000.1","link"
"4440","PAB_0000004443","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GM79","Pseudomonas sp. GM79 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","2265","Populus deltoides|Root nodule|Populus deltoides","2511231022","6719296","6146","6062","Yes","Permanent Draft","1144338","PRJNA83101","SAMN00839649","GCF_000282495.1","GCA_000282495.1","GM79.fsa","AKJE00000000.1","link"
"4441","PAB_0000004444","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GM80","Pseudomonas sp. GM80 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","2217","Populus deltoides|Root nodule|Populus deltoides","2511231023","6808468","6333","6245","Yes","Permanent Draft","1144339","PRJNA83103","SAMN00839650","GCF_000282515.1","GCA_000282515.1","GM80.fsa","AKJD00000000.1","link"
"4442","PAB_0000004445","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GM84","Pseudomonas sp. GM84 [RHIZ|PSYMB]","Plants|Soil","Rhizosphere","Plant Symbiont","not_announced","1966","Populus deltoides|Root nodule|Populus deltoides","2511231024","5835885","5384","5295","Yes","Permanent Draft","1144340","PRJNA83105","SAMN00839651","GCF_000282535.1","GCA_000282535.1","GM84.fsa","AKJC00000000.1","link"
"4443","PAB_0000004446","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GR 6-02","Pseudomonas sp. GR 6-02 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2231","Plant root","2623620446","6500345","5927","5746","Yes","Finished","1659194","PRJNA284318","SAMN03701341","GCF_001655615.1","GCA_001655615.1","ASM165561v1","not_available","link"
"4444","PAB_0000004447","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV012","Pseudomonas sp. GV012 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2010","Populus|Populus root|Populus|Populus root","2738543016","5657564","5068","4962","Yes","Permanent Draft","2135748","PRJNA443405","SAMN08778933","GCF_003053625.1","GCA_003053625.1","ASM305362v1","QAXX00000000.1","link"
"4445","PAB_0000004448","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV021","Pseudomonas sp. GV021 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2008","Populus|Populus root|Populus|Populus root","2738541271","5657310","5076","4970","Yes","Permanent Draft","2135749","PRJNA443406","SAMN08778934","GCF_003054105.1","GCA_003054105.1","ASM305410v1","QBKK00000000.1","link"
"4446","PAB_0000004449","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV034","Pseudomonas sp. GV034","Plants","not_announced","not_announced","not_announced","2013","Populus|Populus","2757320411","5718029","5315","5215","Yes","Permanent Draft","2135576","PRJNA440780","SAMN08775687","GCF_003217055.1","GCA_003217055.1","ASM321705v1","QJSO00000000.1","link"
"4447","PAB_0000004450","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV041","Pseudomonas sp. GV041 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2342","Populus|Populus root|Populus|Populus root","2738543015","6750701","6379","6181","Yes","Permanent Draft","2135750","PRJNA443407","SAMN08777203","GCF_003053605.1","GCA_003053605.1","ASM305360v1","QAXW00000000.1","link"
"4448","PAB_0000004451","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV047","Pseudomonas sp. GV047 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2506","Populus|Populus root|Populus|Populus root","2738541309","6926455","6425","6278","Yes","Permanent Draft","2135751","PRJNA443408","SAMN08778935","GCF_003058245.1","GCA_003058245.1","ASM305824v1","QCWA00000000.1","link"
"4449","PAB_0000004452","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV054","Pseudomonas sp. GV054 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2014","Populus|Populus root|Populus|Populus root","2738543020","5718238","5314","5215","Yes","Permanent Draft","2135752","PRJNA443409","SAMN08776791","GCF_003053695.1","GCA_003053695.1","ASM305369v1","QAYB00000000.1","link"
"4450","PAB_0000004453","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV058","Pseudomonas sp. GV058 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2401","Populus|Populus root|Populus|Populus root","2738541282","6593925","6046","5924","Yes","Permanent Draft","2135753","PRJNA443410","SAMN08778936","GCF_003217435.1","GCA_003217435.1","ASM321743v1","QJTQ00000000.1","link"
"4451","PAB_0000004454","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV062","Pseudomonas sp. GV062","Plants","not_announced","not_announced","not_announced","2402","Populus|Populus","2757320437","6597897","6058","5936","Yes","Permanent Draft","2135577","PRJNA440781","SAMN08775491","GCF_003387435.1","GCA_003387435.1","ASM338743v1","QUNM00000000.1","link"
"4452","PAB_0000004455","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV071","Pseudomonas sp. GV071 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2014","Populus|Populus root|Populus|Populus root","2738543021","5718241","5312","5213","Yes","Permanent Draft","2135754","PRJNA443411","SAMN08777558","GCF_003050835.1","GCA_003050835.1","ASM305083v1","QAOJ00000000.1","link"
"4453","PAB_0000004456","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV077","Pseudomonas sp. GV077 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2401","Populus|Populus root|Populus|Populus root","2738541265","6594665","6045","5924","Yes","Permanent Draft","2135755","PRJNA443412","SAMN08779398","GCF_004345935.1","GCA_004345935.1","ASM434593v1","SLYG00000000.1","link"
"4454","PAB_0000004457","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV082","Pseudomonas sp. GV082","Plants","not_announced","not_announced","not_announced","2400","Populus|Populus","2757320413","6598315","6055","5933","Yes","Permanent Draft","2135578","PRJNA440782","SAMN08776238","GCF_003385095.1","GCA_003385095.1","ASM338509v1","QUMY00000000.1","link"
"4455","PAB_0000004458","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV085","Pseudomonas sp. GV085 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2200","Populus|Populus root|Populus|Populus root","2738543004","6381073","5945","5756","Yes","Permanent Draft","2135756","PRJNA443413","SAMN08778937","GCF_003050925.1","GCA_003050925.1","ASM305092v1","QAOV00000000.1","link"
"4456","PAB_0000004459","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV086","Pseudomonas sp. GV086","Plants","not_announced","not_announced","not_announced","2401","Populus|Populus","2757320447","6597513","6061","5938","Yes","Permanent Draft","2135579","PRJNA440783","SAMN08776239","GCF_003387515.1","GCA_003387515.1","ASM338751v1","QUNV00000000.1","link"
"4457","PAB_0000004460","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV087","Pseudomonas sp. GV087 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2505","Populus|Populus root|Populus|Populus root","2738541294","6925949","6425","6278","Yes","Permanent Draft","2135757","PRJNA443414","SAMN08779399","GCF_004364075.1","GCA_004364075.1","ASM436407v1","SOAH00000000.1","link"
"4458","PAB_0000004461","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV088","Pseudomonas sp. GV088","Plants","not_announced","not_announced","not_announced","2343","Populus|Populus","2757320529","6752800","6379","6184","Yes","Permanent Draft","2135580","PRJNA440784","SAMN08775688","GCF_003386755.1","GCA_003386755.1","ASM338675v1","QTUI00000000.1","link"
"4459","PAB_0000004462","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV091","Pseudomonas sp. GV091 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2202","Populus|Populus root|Populus|Populus root","2738543025","6600348","6008","5823","Yes","Permanent Draft","2135758","PRJNA443415","SAMN08778957","GCF_003053805.1","GCA_003053805.1","ASM305380v1","QAYF00000000.1","link"
"4460","PAB_0000004463","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV101","Pseudomonas sp. GV101","Plants","not_announced","not_announced","not_announced","2401","Populus|Populus","2757320441","6598051","6057","5934","Yes","Permanent Draft","2135581","PRJNA440785","SAMN08775689","GCF_003387555.1","GCA_003387555.1","ASM338755v1","QUNQ00000000.1","link"
"4461","PAB_0000004464","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. GV105","Pseudomonas sp. GV105 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2401","Populus|Populus root|Populus|Populus root","2738541303","6591772","6046","5925","Yes","Permanent Draft","2135759","PRJNA443416","SAMN08778958","GCF_003058185.1","GCA_003058185.1","ASM305818v1","QBUF00000000.1","link"
"4462","PAB_0000004465","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. ICMP 10191","Pseudomonas sp. ICMP 10191 [ANTH|PPATH]","Plants","Anthosphere","Phytopathogen","not_announced","2121","Actinidia sp.","2667527726","5971453","5398","5282","Yes","Permanent Draft","1198294","PRJNA296731","SAMN04102816","GCF_001467335.1","GCA_001467335.1","ASM146733v1","LKGW00000000.1","link"
"4463","PAB_0000004466","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. ICMP 19500","Pseudomonas sp. ICMP 19500 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2224","A. chinensis var. chinensis","2671181089","6427148","6079","5936","Yes","Permanent Draft","1208102","PRJNA295868","SAMN04092561","GCF_001467145.1","GCA_001467145.1","ASM146714v1","LKBK00000000.1","link"
"4464","PAB_0000004467","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. ICMP 3272","Pseudomonas sp. ICMP 3272 [ANTH|PPATH]","Plants","Anthosphere","Phytopathogen","not_announced","2158","A. chinensis var. deliciosa","2663763053","5909644","5308","5196","Yes","Permanent Draft","716914","PRJNA296739","SAMN04102824","GCF_001466905.1","GCA_001466905.1","ASM146690v1","LKEK00000000.1","link"
"4465","PAB_0000004468","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. JAI115","Pseudomonas sp. JAI115 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2177","Ammophila breviligulata|Isolated from rhizosphere soil|Soil|Ammophila breviligulata|Isolated from rhizosphere soil","2852657418","6472974","5937","5789","Yes","Permanent Draft","2723061","PRJNA616797","SAMN14515821","GCF_014200835.1","GCA_014200835.1","ASM1420083v1","JACHCY000000000.1","link"
"4466","PAB_0000004469","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. JAI120","Pseudomonas sp. JAI120 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2414","Ammophila breviligulata|Isolated from rhizosphere soil|Soil|Ammophila breviligulata|Isolated from rhizosphere soil","2852667396","6885555","6536","6378","Yes","Permanent Draft","2723063","PRJNA616799","SAMN14515889","GCF_014207255.1","GCA_014207255.1","ASM1420725v1","JACHCZ000000000.1","link"
"4467","PAB_0000004470","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. JMN1","Pseudomonas sp. JMN1","Plants","not_announced","not_announced","not_announced","2176","Grape|vine|Grape|vine","2882904839","6321856","5780","5635","Yes","Permanent Draft","2518650","PRJNA522029","SAMN10923143","GCF_004519345.1","GCA_004519345.1","ASM451934v1","SGWH00000000.1","link"
"4468","PAB_0000004471","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. KD5","Pseudomonas sp. KD5 [RHIZ]","Plants","Rhizospherenot_announced","not_announced","not_announced","2221","not_announced","2228664007","6455262","5920","5832","Yes","Permanent Draft","907691","PRJNA234280","SAMN05660214","GCF_012932895.1","GCA_012932895.1","ASM1293289v1","JDWJ00000000.1","link"
"4469","PAB_0000004472","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf127","Pseudomonas sp. Leaf127 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2194","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221892","6376752","5752","5629","Yes","Permanent Draft","1736267","PRJNA297956","SAMN04151647","GCF_001423155.1","GCA_001423155.1","Leaf127","LMOA00000000.1","link"
"4470","PAB_0000004473","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf129","Pseudomonas sp. Leaf129 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1789","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221805","4877329","4455","4355","Yes","Permanent Draft","1736268","PRJNA297956","SAMN04151648","GCF_001423465.1","GCA_001423465.1","Leaf129","LMOC00000000.1","link"
"4471","PAB_0000004474","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf15","Pseudomonas sp. Leaf15 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2274","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221746","6556788","6168","5914","Yes","Permanent Draft","1735680","PRJNA297956","SAMN04151582","GCF_001421425.1","GCA_001421425.1","Leaf15","LMKI00000000.1","link"
"4472","PAB_0000004475","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf434","Pseudomonas sp. Leaf434 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1987","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221942","5868027","5366","5204","Yes","Permanent Draft","1736376","PRJNA297956","SAMN04151766","GCF_001425545.1","GCA_001425545.1","Leaf434","LMQZ00000000.1","link"
"4473","PAB_0000004476","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf48","Pseudomonas sp. Leaf48 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2016","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221771","5689447","5305","5171","Yes","Permanent Draft","1736221","PRJNA297956","SAMN04151601","GCF_001421885.1","GCA_001421885.1","Leaf48","LMLH00000000.1","link"
"4474","PAB_0000004477","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf58","Pseudomonas sp. Leaf58 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2000","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221775","6283121","5989","5813","Yes","Permanent Draft","1736226","PRJNA297956","SAMN04151606","GCF_001422615.1","GCA_001422615.1","Leaf58","LMLL00000000.1","link"
"4475","PAB_0000004478","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. Leaf83","Pseudomonas sp. Leaf83 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1989","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221791","5538830","5178","5051","Yes","Permanent Draft","1736239","PRJNA297956","SAMN04151619","GCF_001422075.1","GCA_001422075.1","Leaf83","LMMB00000000.1","link"
"4476","PAB_0000004479","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. LP_4_YM","Pseudomonas sp. LP_4_YM","Plants","not_announced","not_announced","not_announced","1777","Lodgepole pine|Lodgepole pine tissue","2788499839","5298295","5014","4880","Yes","Permanent Draft","2485135","PRJNA499567","SAMN10361726","GCF_004346335.1","GCA_004346335.1","ASM434633v1","SMBD00000000.1","link"
"4477","PAB_0000004480","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. LP_6_YM","Pseudomonas sp. LP_6_YM","Plants","not_announced","not_announced","not_announced","1777","Lodgepole pine|Lodgepole pine tissue","2788499833","5297684","5016","4882","Yes","Permanent Draft","2485136","PRJNA499568","SAMN10361727","GCF_004343455.1","GCA_004343455.1","ASM434345v1","SMCT00000000.1","link"
"4478","PAB_0000004481","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. LP_7_YM","Pseudomonas sp. LP_7_YM","Plants","not_announced","not_announced","not_announced","1896","Lodgepole pine|Lodgepole pine tissue","2788499836","5439770","5033","4920","Yes","Permanent Draft","2485137","PRJNA499569","SAMN10361728","GCF_004364435.1","GCA_004364435.1","ASM436443v1","SOCT00000000.1","link"
"4479","PAB_0000004482","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. LP_8_YM","Pseudomonas sp. LP_8_YM","Plants","not_announced","not_announced","not_announced","1777","Lodgepole pine|Lodgepole pine tissue","2788499835","5298624","5011","4877","Yes","Permanent Draft","2485138","PRJNA499570","SAMN10361729","GCF_004343215.1","GCA_004343215.1","ASM434321v1","SMCF00000000.1","link"
"4480","PAB_0000004483","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. LTJR-52","Pseudomonas sp. LTJR-52","Plants","not_announced","not_announced","not_announced","1977","Alhagi sparsifolia Shap.","2870356601","5539211","5351","5210","Yes","Finished","2479392","PRJNA495108","SAMN10255221","GCF_003691465.1","GCA_003691465.1","ASM369146v1","not_available","link"
"4481","PAB_0000004484","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. M30-35","Pseudomonas sp. M30-35 [PSYMB|PGPB]","Plants|Soil","not_announced","Plant Symbiont|PGPB","not_announced","1739","soil","2767802285","4926954","4568","4468","Yes","Finished","1981174","PRJNA383617","SAMN06768091","GCF_002163625.1","GCA_002163625.1","ASM216362v1","not_available","link"
"4482","PAB_0000004485","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. MIACH","Pseudomonas sp. MIACH [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2433","wheat roots|Wheat|wheat roots","2713897232","6813124","6193","6057","Yes","Permanent Draft","1078355","PRJNA290438","SAMN03891681","GCF_001269925.1","GCA_001269925.1","ASM126992v1","LHVO00000000.1","link"
"4483","PAB_0000004486","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. MOIL14HWK12:I1","Pseudomonas sp. MOIL14HWK12:I1 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1889","rhizosphere","2510065053","5005518","4655","4580","Yes","Permanent Draft","1033993","PRJNA79067","SAMN02597178","GCF_000510705.1","GCA_000510705.1","ASM51070v1","AZNY00000000.1","link"
"4484","PAB_0000004487","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. MOIL14HWK12:I2","Pseudomonas sp. MOIL14HWK12:I2 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1896","rhizosphere","2510065055","5037935","4670","4596","Yes","Permanent Draft","1033994","PRJNA79069","SAMN02597180","GCF_000510745.1","GCA_000510745.1","ASM51074v1","AZOA00000000.1","link"
"4485","PAB_0000004488","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium sp. SLBN-4","Rhizobium sp. SLBN-4 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1697","Oryza sativa|Rice root","2818991272","4622173","4476","4403","Yes","Permanent Draft","864577","PRJNA536282","SAMN11510836","GCF_006716665.1","GCA_006716665.1","ASM671666v1","VFPK00000000.1","link"
"4486","PAB_0000004489","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. JAI111","Pseudomonas sp. JAI111 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2319","Ammophila breviligulata|Isolated from rhizosphere soil|Soil|Ammophila breviligulata|Isolated from rhizosphere soil","2860339153","6846989","6520","6317","Yes","Permanent Draft","2735913","PRJNA632266","SAMN14915995","not_announced","not_announced","not_announced","not_announced","link"
"4487","PAB_0000004490","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC02","Pseudomonas sp. NFACC02 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2107","single colony isolate|Endophytes|single colony isolate","2599185307","6194719","5590","5483","Yes","Permanent Draft","1566250","PRJNA265357","SAMN03159444","GCF_900110765.1","GCA_900110765.1","IMG-taxon 2599185307 annotated assembly","FOEO00000000.1","link"
"4488","PAB_0000004491","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC04-2","Pseudomonas sp. NFACC04-2 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2171","single colony isolate","2599185311","6354990","5672","5508","Yes","Permanent Draft","1566242","PRJNA265366","SAMN03159439","GCF_900119265.1","GCA_900119265.1","IMG-taxon 2599185311 annotated assembly","FPJC00000000.1","link"
"4489","PAB_0000004492","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC05-1","Pseudomonas sp. NFACC05-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2260","single colony isolate","2599185313","6658188","6116","5930","Yes","Permanent Draft","1566241","PRJNA265365","SAMN03159424","GCF_900100135.1","GCA_900100135.1","IMG-taxon 2599185313 annotated assembly","FMTR00000000.1","link"
"4490","PAB_0000004493","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC06-1","Pseudomonas sp. NFACC06-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2199","single colony isolate","2599185317","6435722","5866","5718","Yes","Permanent Draft","1566240","PRJNA265364","SAMN03159367","GCF_900112875.1","GCA_900112875.1","IMG-taxon 2599185317 annotated assembly","FONJ00000000.1","link"
"4491","PAB_0000004494","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC07-1","Pseudomonas sp. NFACC07-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2330","single colony isolate","2599185305","6748700","6128","5971","Yes","Permanent Draft","1566239","PRJNA265363","SAMN03159298","GCF_900109015.1","GCA_900109015.1","IMG-taxon 2599185305 annotated assembly","FNYG00000000.1","link"
"4492","PAB_0000004495","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC08-1","Pseudomonas sp. NFACC08-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2281","single colony isolate","2599185248","6696816","6086","5903","Yes","Permanent Draft","1566238","PRJNA265362","SAMN03159474","GCF_900106735.1","GCA_900106735.1","IMG-taxon 2599185248 annotated assembly","FNNL00000000.1","link"
"4493","PAB_0000004496","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC09-4","Pseudomonas sp. NFACC09-4 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2034","single colony isolate","2599185310","6014457","5364","5230","Yes","Permanent Draft","1566237","PRJNA265361","SAMN03159376","GCF_900119215.1","GCA_900119215.1","IMG-taxon 2599185310 annotated assembly","FPIV00000000.1","link"
"4494","PAB_0000004497","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC10-1","Pseudomonas sp. NFACC10-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2010","single colony isolate","2599185155","5827168","5063","4948","Yes","Permanent Draft","1566247","PRJNA265374","SAMN03159505","GCF_900119195.1","GCA_900119195.1","IMG-taxon 2599185155 annotated assembly","FPJB00000000.1","link"
"4495","PAB_0000004498","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC11-2","Pseudomonas sp. NFACC11-2 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2281","single colony isolate","2667528176","6724917","6025","5830","Yes","Permanent Draft","1566246","PRJNA265373","SAMN03159299","GCF_003001775.1","GCA_003001775.1","ASM300177v1","PVZA00000000.1","link"
"4496","PAB_0000004499","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. NFACC13-1","Pseudomonas sp. NFACC13-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2323","single colony isolate","2599185318","6961590","6222","6059","Yes","Permanent Draft","1566245","PRJNA265372","SAMN03159290","GCF_900104425.1","GCA_900104425.1","IMG-taxon 2599185318 annotated assembly","FMXV00000000.1","link"
