Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_002284895.1	1848754	SAMN04961845	PRJNA224116	Actinobacteria bacterium IMCC19121	Actinobacteria bacterium IMCC19121	Micrococcineae (suborder)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002284915.1	1848755	SAMN04961846	PRJNA224116	Actinobacteria bacterium IMCC26077	Actinobacteria bacterium IMCC26077	Micrococcineae (suborder)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285455.1	208962	SAMD00026650	PRJNA224116	Escherichia albertii	Escherichia albertii	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285475.1	208962	SAMD00026629	PRJNA224116	Escherichia albertii	Escherichia albertii	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285515.1	56454	SAMN03481245	PRJNA224116	Xanthomonas hortorum	Xanthomonas hortorum	Xanthomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Xanthomonas|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285575.1	75985	SAMN07537192	PRJNA224116	Mannheimia haemolytica	Mannheimia haemolytica	Mannheimia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Mannheimia|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285595.1	75985	SAMN07537191	PRJNA224116	Mannheimia haemolytica	Mannheimia haemolytica	Mannheimia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Mannheimia|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285615.1	75985	SAMN07537190	PRJNA224116	Mannheimia haemolytica	Mannheimia haemolytica	Mannheimia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Mannheimia|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285635.1	558152	SAMN07488153	PRJNA224116	Chryseobacterium piperi	Chryseobacterium piperi	Chryseobacterium (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Chryseobacterium|genus"		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285655.1	1639	SAMN02923159	PRJNA224116	Listeria monocytogenes	Listeria monocytogenes	Listeria (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Listeriaceae|family; Listeria|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285675.1	1767	SAMN07528789	PRJNA224116	Mycobacterium intracellulare	Mycobacterium intracellulare	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285695.1	1767	SAMN07528783	PRJNA224116	Mycobacterium intracellulare	Mycobacterium intracellulare	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285715.1	701042	SAMN07528776	PRJNA224116	Mycobacterium marseillense	Mycobacterium marseillense	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285755.1	562	SAMN06920354	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Escherichia/Shigella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285775.1	29397	SAMN07513435	PRJNA224116	Lactobacillus delbrueckii subsp. lactis	Lactobacillus delbrueckii subsp. lactis	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285795.1	2024580	SAMN07440307	PRJNA224116	Plantactinospora sp. KBS50	Plantactinospora sp. KBS50	Plantactinospora (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micromonosporineae|suborder; Micromonosporaceae|family; Plantactinospora|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285815.1	75985	SAMN07537193	PRJNA224116	Mannheimia haemolytica	Mannheimia haemolytica	Mannheimia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Mannheimia|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285835.1	1639	SAMN06339459	PRJNA224116	Listeria monocytogenes	Listeria monocytogenes	Listeria (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Listeriaceae|family; Listeria|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285855.1	672795	SAMN05292319	PRJNA224116	Candidatus Hamiltonella defensa (Bemisia tabaci)	Candidatus Hamiltonella defensa (Bemisia tabaci)	Enterobacteriaceae (family)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285875.1	1163752	SAMN05292330	PRJNA224116	Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)	Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)	Gammaproteobacteria (class)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285905.1	1182263	SAMN05292331	PRJNA224116	Rickettsia sp. MEAM1 (Bemisia tabaci)	Rickettsia sp. MEAM1 (Bemisia tabaci)	Rickettsia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rickettsiales|order; Rickettsiaceae|family; Rickettsia|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285935.1	196024	SAMN07577462	PRJNA224116	Aeromonas dhakensis	Aeromonas dhakensis	Aeromonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Aeromonadales|order; Aeromonadaceae|family; Aeromonas|genus"		10				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285955.1	520	SAMN05583817	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285975.1	520	SAMN05583809	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002285995.1	520	SAMN05583815	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286015.1	520	SAMN05583811	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286035.1	520	SAMN05583813	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286055.1	520	SAMN05583810	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286075.1	520	SAMN05583816	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286095.1	520	SAMN05583814	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286115.1	520	SAMN05583812	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286135.1	520	SAMN05583850	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286155.1	520	SAMN05583849	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286175.1	520	SAMN05583848	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286215.1	1579	SAMN05631052	PRJNA224116	Lactobacillus acidophilus	Lactobacillus acidophilus	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286235.1	47715	SAMN05631078	PRJNA224116	Lactobacillus rhamnosus	Lactobacillus rhamnosus	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286255.1	1308	SAMN05631197	PRJNA224116	Streptococcus thermophilus	Streptococcus thermophilus	Streptococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286275.1	1590	SAMN05631073	PRJNA224116	Lactobacillus plantarum	Lactobacillus plantarum	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286295.1	520	SAMN05716053	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286315.1	520	SAMN05716055	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286335.1	520	SAMN05716054	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286355.1	520	SAMN05716052	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002286375.1	520	SAMN05716051	PRJNA224116	Bordetella pertussis	Bordetella pertussis	Bordetella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Bordetella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287505.1	187491	SAMN03854643	PRJNA224116	Corynebacterium glaucum	Corynebacterium glaucum	Corynebacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Corynebacteriaceae|family; Corynebacterium|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287545.1	55601	SAMN07569844	PRJNA224116	Vibrio anguillarum	Vibrio anguillarum	Vibrio (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Vibrionales""|order; Vibrionaceae|family; Vibrio|genus"		9				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287605.1	222805	SAMN07528780	PRJNA224116	Mycobacterium chimaera	Mycobacterium chimaera	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287885.1	1884634	SAMN05296520	PRJNA224116	Candidatus Nanopelagicus limnes	Candidatus Nanopelagicus limnes	Micrococcineae (suborder)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287905.1	1380360	SAMN07605139	PRJNA224116	Lactobacillus gasseri DSM 14869	Lactobacillus gasseri DSM 14869	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287925.1	1884913	SAMN05296529	PRJNA224116	Candidatus Planktophila lacus	Candidatus Planktophila lacus	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287945.1	1380361	SAMN07605138	PRJNA224116	Lactobacillus rhamnosus DSM 14870	Lactobacillus rhamnosus DSM 14870	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002287965.1	1884914	SAMN05296530	PRJNA224116	Candidatus Planktophila dulcis	Candidatus Planktophila dulcis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288005.1	1884915	SAMN05296519	PRJNA224116	Candidatus Nanopelagicus hibericus	Candidatus Nanopelagicus hibericus	Micrococcineae (suborder)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288025.1	29575	SAMN06843504	PRJNA224116	Taylorella equigenitalis	Taylorella equigenitalis	Taylorella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Taylorella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288045.1	1884914	SAMN05296522	PRJNA224116	Candidatus Planktophila dulcis	Candidatus Planktophila dulcis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288065.1	1884904	SAMN05296523	PRJNA224116	Candidatus Planktophila sulfonica	Candidatus Planktophila sulfonica	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288075.1	1984801	SAMN06855397	PRJNA224116	Streptomyces sp. CLI2509	Streptomyces sp. CLI2509	Streptomyces (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Streptomycineae|suborder; Streptomycetaceae|family; Streptomyces|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288105.1	1884905	SAMN05296531	PRJNA224116	Candidatus Planktophila versatilis	Candidatus Planktophila versatilis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288125.1	29575	SAMN06899385	PRJNA224116	Taylorella equigenitalis	Taylorella equigenitalis	Taylorella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Taylorella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288145.1	1884905	SAMN05296521	PRJNA224116	Candidatus Planktophila versatilis	Candidatus Planktophila versatilis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288155.1	29575	SAMN06899366	PRJNA224116	Taylorella equigenitalis	Taylorella equigenitalis	Taylorella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Taylorella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288185.1	1884907	SAMN05296533	PRJNA224116	Candidatus Planktophila vernalis	Candidatus Planktophila vernalis	Micrococcineae (suborder)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288205.1	29575	SAMN06899359	PRJNA224116	Taylorella equigenitalis	Taylorella equigenitalis	Taylorella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Taylorella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288225.1	1884914	SAMN05296532	PRJNA224116	Candidatus Planktophila dulcis	Candidatus Planktophila dulcis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288245.1	29575	SAMN06929898	PRJNA224116	Taylorella equigenitalis	Taylorella equigenitalis	Taylorella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Taylorella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288265.1	1884905	SAMN05296525	PRJNA224116	Candidatus Planktophila versatilis	Candidatus Planktophila versatilis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288285.1	1673076	SAMN07488776	PRJNA224116	Sphingobium sp. C1	Sphingobium sp. C1	Sphingobium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Sphingomonadaceae|family; Sphingobium|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288305.1	1884916	SAMN05296518	PRJNA224116	Candidatus Nanopelagicus abundans	Candidatus Nanopelagicus abundans	Micrococcineae (suborder)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micrococcineae|suborder"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288325.1	1884913	SAMN05296526	PRJNA224116	Candidatus Planktophila lacus	Candidatus Planktophila lacus	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288345.1	1884905	SAMN05296528	PRJNA224116	Candidatus Planktophila versatilis	Candidatus Planktophila versatilis	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288365.1	573600	SAMN05296534	PRJNA224116	Candidatus Planktophila limnetica	Candidatus Planktophila limnetica	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288385.1	1884913	SAMN05296524	PRJNA224116	Candidatus Planktophila lacus	Candidatus Planktophila lacus	Actinomycetales (order)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288485.1	1128334	SAMN07445561	PRJNA224116	Sinorhizobium fredii CCBAU 83666	Sinorhizobium fredii CCBAU 83666	Ensifer (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Ensifer|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288505.1	794846	SAMN07445559	PRJNA224116	Sinorhizobium sp. CCBAU 05631	Sinorhizobium sp. CCBAU 05631	Ensifer (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Ensifer|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288525.1	716928	SAMN07445560	PRJNA224116	Ensifer sojae CCBAU 05684	Ensifer sojae CCBAU 05684	Ensifer (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Ensifer|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288545.1	554	SAMN05853907	PRJNA224116	Pectobacterium carotovorum	Pectobacterium carotovorum	Pectobacterium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Pectobacterium|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288565.1	86040	SAMN07447516	PRJNA224116	Xanthomonas citri subsp. malvacearum	Xanthomonas citri subsp. malvacearum	Xanthomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Xanthomonas|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002288585.1	86040	SAMN07447517	PRJNA224116	Xanthomonas citri subsp. malvacearum	Xanthomonas citri subsp. malvacearum	Xanthomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Xanthomonas|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002289205.1	1311	SAMN07374522	PRJNA224116	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002290025.1	417368	SAMN07572979	PRJNA224116	Enterococcus thailandicus	Enterococcus thailandicus	Enterococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Enterococcaceae|family; Enterococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002290085.1	216427	SAMN07573570	PRJNA224116	Mesoplasma chauliocola	Mesoplasma chauliocola	Mesoplasma (genus)			"Bacteria|domain; ""Tenericutes""|phylum; Mollicutes|class; Entomoplasmatales|order; Entomoplasmataceae|family; Mesoplasma|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002290105.1	1396	SAMN07593956	PRJNA224116	Bacillus cereus	Bacillus cereus	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		14				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002290185.1	1590	SAMN07593867	PRJNA224116	Lactobacillus plantarum	Lactobacillus plantarum	Lactobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_002290205.1	90105	SAMN07594151	PRJNA224116	Salmonella enterica subsp. enterica serovar Saintpaul	Salmonella enterica subsp. enterica serovar Saintpaul	Salmonella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Salmonella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
