"reference","genus","species","accession","acc_text","accession","ncbi_nucid","ncbi_taxid","name","ncbi_spid","ncbi_species","species","subsp","formasp","candidatus","ncbi_taxid","name","ncbi_spid","ncbi_species"
"gbm01142.pdf","Cedecea","Cedecea davisae",NA,NA,NA,NA,NA,NA,NA,NA,"Cedecea davisae",FALSE,FALSE,FALSE,"158484","Cedecea davisae","158484","Cedecea davisae"
"gbm01142.pdf","Cedecea","Cedecea lapagei",NA,NA,NA,NA,NA,NA,NA,NA,"Cedecea lapagei",FALSE,FALSE,FALSE,"158823","Cedecea lapagei","158823","Cedecea lapagei"
"gbm01142.pdf","Cedecea","Cedecea neteri",NA,NA,NA,NA,NA,NA,NA,NA,"Cedecea neteri",FALSE,FALSE,FALSE,"158822","Cedecea neteri","158822","Cedecea neteri"
"gbm01143.pdf","Citrobacter","Citrobacter freundii","AJ233408","accession number (16S rRNA): AJ233408.","AJ233408","4581981","1006003","Citrobacter freundii ATCC 8090 = MTCC 1658","546","Citrobacter freundii","Citrobacter freundii",FALSE,FALSE,FALSE,"546","Citrobacter freundii","546","Citrobacter freundii"
"gbm01143.pdf","Citrobacter","Citrobacter amalonaticus",NA,NA,NA,NA,NA,NA,NA,NA,"Citrobacter amalonaticus",FALSE,FALSE,FALSE,"35703","Citrobacter amalonaticus","35703","Citrobacter amalonaticus"
"gbm01143.pdf","Citrobacter","Citrobacter braakii","AF025368","accession number (16S rRNA): AF025368.","AF025368","3169778","57706","Citrobacter braakii","57706","Citrobacter braakii","Citrobacter braakii",FALSE,FALSE,FALSE,"57706","Citrobacter braakii","57706","Citrobacter braakii"
"gbm01143.pdf","Citrobacter","Citrobacter farmeri","AF025371","accession number (16S rRNA): AF025371.","AF025371","3169781","67824","Citrobacter farmeri","67824","Citrobacter farmeri","Citrobacter farmeri",FALSE,FALSE,FALSE,"67824","Citrobacter farmeri","67824","Citrobacter farmeri"
"gbm01143.pdf","Citrobacter","Citrobacter gillenii",NA,NA,NA,NA,NA,NA,NA,NA,"Citrobacter gillenii",FALSE,FALSE,FALSE,"67828","Citrobacter gillenii","67828","Citrobacter gillenii"
"gbm01143.pdf","Citrobacter","Citrobacter koseri",NA,NA,NA,NA,NA,NA,NA,NA,"Citrobacter koseri",FALSE,FALSE,FALSE,"545","Citrobacter koseri","545","Citrobacter koseri"
"gbm01143.pdf","Citrobacter","Citrobacter murliniae",NA,NA,NA,NA,NA,NA,NA,NA,"Citrobacter murliniae",FALSE,FALSE,FALSE,"67829","Citrobacter murliniae","67829","Citrobacter murliniae"
"gbm01143.pdf","Citrobacter","Citrobacter rodentium","AF025363","accession number (16S rRNA): AF025363.","AF025363","3169773","67825","Citrobacter rodentium","67825","Citrobacter rodentium","Citrobacter rodentium",FALSE,FALSE,FALSE,"67825","Citrobacter rodentium","67825","Citrobacter rodentium"
"gbm01143.pdf","Citrobacter","Citrobacter sedlakii","AF025364","accession number (16S rRNA): AF025364.","AF025364","3169774","67826","Citrobacter sedlakii","67826","Citrobacter sedlakii","Citrobacter sedlakii",FALSE,FALSE,FALSE,"67826","Citrobacter sedlakii","67826","Citrobacter sedlakii"
"gbm01143.pdf","Citrobacter","Citrobacter werkmanii","AF025373","accession number (16S rRNA): AF025373.","AF025373","3169783","67827","Citrobacter werkmanii","67827","Citrobacter werkmanii","Citrobacter werkmanii",FALSE,FALSE,FALSE,"67827","Citrobacter werkmanii","67827","Citrobacter werkmanii"
"gbm01143.pdf","Citrobacter","Citrobacter youngae",NA,NA,NA,NA,NA,NA,NA,NA,"Citrobacter youngae",FALSE,FALSE,FALSE,"133448","Citrobacter youngae","133448","Citrobacter youngae"
"gbm01144.pdf","Edwardsiella","Edwardsiella tarda","AF053975","accession number (16S rRNA): AF053975 and AF015259.","AF053975","2996367","636","Edwardsiella tarda","636","Edwardsiella tarda","Edwardsiella tarda",FALSE,FALSE,FALSE,"636","Edwardsiella tarda","636","Edwardsiella tarda"
"gbm01144.pdf","Edwardsiella","Edwardsiella hoshinae",NA,NA,NA,NA,NA,NA,NA,NA,"Edwardsiella hoshinae",FALSE,FALSE,FALSE,"93378","Edwardsiella hoshinae","93378","Edwardsiella hoshinae"
"gbm01144.pdf","Edwardsiella","Edwardsiella ictaluri",NA,NA,NA,NA,NA,NA,NA,NA,"Edwardsiella ictaluri",FALSE,FALSE,FALSE,"67780","Edwardsiella ictaluri","67780","Edwardsiella ictaluri"
"gbm01145.pdf","Enterobacter","Enterobacter cloacae","AJ417484","accession number (16S rRNA): AJ417484.","AJ417484","26189825","550","Enterobacter cloacae","550","Enterobacter cloacae","Enterobacter cloacae",FALSE,FALSE,FALSE,"550","Enterobacter cloacae","550","Enterobacter cloacae"
"gbm01145.pdf","Enterobacter","Enterobacter amnigenus","AB004749","accession number (16SrRNA): AB004749.","AB004749","2209041","61646","Lelliottia amnigena","61646","Lelliottia amnigena","Enterobacter amnigenus",FALSE,FALSE,FALSE,"61646","Lelliottia amnigena","61646","Lelliottia amnigena"
"gbm01145.pdf","Enterobacter","Enterobacter asburiae","AB004744","accession number (16S rRNA): AB004744.","AB004744","2209036","61645","Enterobacter asburiae","61645","Enterobacter asburiae","Enterobacter asburiae",FALSE,FALSE,FALSE,"61645","Enterobacter asburiae","61645","Enterobacter asburiae"
"gbm01145.pdf","Enterobacter","Enterobacter cancerogenus","Z96078","accession number (16S rRNA): Z96078.","Z96078","2584741","69218","Enterobacter cancerogenus","69218","Enterobacter cancerogenus","Enterobacter cancerogenus",FALSE,FALSE,FALSE,"69218","Enterobacter cancerogenus","69218","Enterobacter cancerogenus"
"gbm01145.pdf","Enterobacter","Enterobacter cowanii",NA,NA,NA,NA,NA,NA,NA,NA,"Enterobacter cowanii",FALSE,FALSE,FALSE,"208223","Kosakonia cowanii","208223","Kosakonia cowanii"
"gbm01145.pdf","Enterobacter","Enterobacter dissolvens","AJ417485","accession number (16S rRNA): AJ417485, Z96079.","AJ417485","26189826","69219","Enterobacter cloacae subsp. dissolvens","550","Enterobacter cloacae","Enterobacter dissolvens",FALSE,FALSE,FALSE,"69219","Enterobacter cloacae subsp. dissolvens","550","Enterobacter cloacae"
"gbm01145.pdf","Enterobacter","Enterobacter gergoviae","AB004748","accession number (16S rRNA): AB004748.","AB004748","2209040","1354260","Pluralibacter gergoviae ATCC 33028 = NBRC 105706","61647","Pluralibacter gergoviae","Enterobacter gergoviae",FALSE,FALSE,FALSE,"61647","Pluralibacter gergoviae","61647","Pluralibacter gergoviae"
"gbm01145.pdf","Enterobacter","Enterobacter kobei",NA,NA,NA,NA,NA,NA,NA,NA,"Enterobacter kobei",FALSE,FALSE,FALSE,"208224","Enterobacter kobei","208224","Enterobacter kobei"
"gbm01145.pdf","Enterobacter","Enterobacter nimipressuralis","Z96077","accession number (16S rRNA): Z96077.","Z96077","2584750","69220","Lelliottia nimipressuralis","69220","Lelliottia nimipressuralis","Enterobacter nimipressuralis",FALSE,FALSE,FALSE,"69220","Lelliottia nimipressuralis","69220","Lelliottia nimipressuralis"
"gbm01145.pdf","Enterobacter","Enterobacter pyrinus",NA,NA,NA,NA,NA,NA,NA,NA,"Enterobacter pyrinus",FALSE,FALSE,FALSE,"81476","Pluralibacter pyrinus","81476","Pluralibacter pyrinus"
"gbm01145.pdf","Enterobacter","Enterobacter sakazakii","AB004746","accession number (16S rRNA): AB004746.","AB004746","2209038","28141","Cronobacter sakazakii","28141","Cronobacter sakazakii","Enterobacter sakazakii",FALSE,FALSE,FALSE,"28141","Cronobacter sakazakii","28141","Cronobacter sakazakii"
"gbm01146.pdf","Erwinia","Erwinia amylovora","Z96088","accession number (16S rRNA): Z96088, U80195.","Z96088","2584740","552","Erwinia amylovora","552","Erwinia amylovora","Erwinia amylovora",FALSE,FALSE,FALSE,"552","Erwinia amylovora","552","Erwinia amylovora"
"gbm01146.pdf","Erwinia","Erwinia aphidicola",NA,NA,NA,NA,NA,NA,NA,NA,"Erwinia aphidicola",FALSE,FALSE,FALSE,"68334","Erwinia aphidicola","68334","Erwinia aphidicola"
"gbm01146.pdf","Erwinia","Erwinia billingiae","Y13249","accession number (16S rRNA): Y13249.","Y13249","2414486","182337","Erwinia billingiae","182337","Erwinia billingiae","Erwinia billingiae",FALSE,FALSE,FALSE,"182337","Erwinia billingiae","182337","Erwinia billingiae"
"gbm01146.pdf","Erwinia","Erwinia mallotivora","Z96084","accession number (16S rRNA): Z96084.","Z96084","2584749","69222","Erwinia mallotivora","69222","Erwinia mallotivora","Erwinia mallotivora",FALSE,FALSE,FALSE,"69222","Erwinia mallotivora","69222","Erwinia mallotivora"
"gbm01146.pdf","Erwinia","Erwinia persicina","Z96086","accession number (16S rRNA): Z96086, U80205.","Z96086","2584753","55211","Erwinia persicina","55211","Erwinia persicina","Erwinia persicina",FALSE,FALSE,FALSE,"55211","Erwinia persicina","55211","Erwinia persicina"
"gbm01146.pdf","Erwinia","Erwinia psidii",NA,NA,NA,NA,NA,NA,NA,NA,"Erwinia psidii",FALSE,FALSE,FALSE,"69224","Erwinia psidii","69224","Erwinia psidii"
"gbm01146.pdf","Erwinia","Erwinia pyrifoliae","AJ009930","accession number (16S rRNA): AJ009930.","AJ009930","4753709","634499","Erwinia pyrifoliae Ep1/96","79967","Erwinia pyrifoliae","Erwinia pyrifoliae",FALSE,FALSE,FALSE,"79967","Erwinia pyrifoliae","79967","Erwinia pyrifoliae"
"gbm01146.pdf","Erwinia","Erwinia rhapontici","Z96087","accession number (16S rRNA): Z96087, U80206.","Z96087","2584755","55212","Erwinia rhapontici","55212","Erwinia rhapontici","Erwinia rhapontici",FALSE,FALSE,FALSE,"55212","Erwinia rhapontici","55212","Erwinia rhapontici"
"gbm01146.pdf","Erwinia","Erwinia tracheiphila","Y13250","accession number (16S rRNA): Y13250.","Y13250","2415571","65700","Erwinia tracheiphila","65700","Erwinia tracheiphila","Erwinia tracheiphila",FALSE,FALSE,FALSE,"65700","Erwinia tracheiphila","65700","Erwinia tracheiphila"
"gbm01147.pdf","Escherichia","Escherichia coli","X80725","accession number (16S rRNA): X80725.","X80725","1240022","866789","Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775","562","Escherichia coli","Escherichia coli",FALSE,FALSE,FALSE,"562","Escherichia coli","562","Escherichia coli"
"gbm01147.pdf","Escherichia","Escherichia blattae","X87025","accession number (16S rRNA): X87025.","X87025","1052635","9606","Homo sapiens","9606","Homo sapiens","Escherichia blattae",FALSE,FALSE,FALSE,"563","Shimwellia blattae","563","Shimwellia blattae"
"gbm01147.pdf","Escherichia","Escherichia fergusonii",NA,NA,NA,NA,NA,NA,NA,NA,"Escherichia fergusonii",FALSE,FALSE,FALSE,"564","Escherichia fergusonii","564","Escherichia fergusonii"
"gbm01147.pdf","Escherichia","Escherichia hermannii",NA,NA,NA,NA,NA,NA,NA,NA,"Escherichia hermannii",FALSE,FALSE,FALSE,"565","Atlantibacter hermannii","565","Atlantibacter hermannii"
"gbm01147.pdf","Escherichia","Escherichia vulneris","X80734","accession number (16S rRNA): X80734.","X80734","1240034","566","Escherichia vulneris","566","Escherichia vulneris","Escherichia vulneris",FALSE,FALSE,FALSE,"566","Escherichia vulneris","566","Escherichia vulneris"
"gbm01148.pdf","Ewingella","Ewingella americana",NA,NA,NA,NA,NA,NA,NA,NA,"Ewingella americana",FALSE,FALSE,FALSE,"41202","Ewingella americana","41202","Ewingella americana"
"gbm01149.pdf","Hafnia","Hafnia alvei","M59155","accession number (16S rRNA): M59155.","M59155","544574247","910996","Hafnia alvei ATCC 13337","569","Hafnia alvei","Hafnia alvei",FALSE,FALSE,FALSE,"569","Hafnia alvei","569","Hafnia alvei"
"gbm01150.pdf","Klebsiella","Klebsiella pneumoniae","X87276","accession number (16S rRNA): X87276, Y17656, AB004753, AF130981.","X87276","1165114","573","Klebsiella pneumoniae","573","Klebsiella pneumoniae","Klebsiella pneumoniae",FALSE,FALSE,FALSE,"573","Klebsiella pneumoniae","573","Klebsiella pneumoniae"
"gbm01150.pdf","Klebsiella","Klebsiella pneumoniae subsp. pneumoniae","X87276","accession number (16S rRNA): X87276, Y17656, AB004753, AF130981.","X87276","1165114","573","Klebsiella pneumoniae","573","Klebsiella pneumoniae","Klebsiella pneumoniae subsp. pneumoniae",TRUE,FALSE,FALSE,"72407","Klebsiella pneumoniae subsp. pneumoniae","573","Klebsiella pneumoniae"
"gbm01150.pdf","Klebsiella","Klebsiella pneumoniae subsp. ozaenae","Y17654","accession number (16S rRNA): Y17654, AF130982.","Y17654","3282029","574","Klebsiella pneumoniae subsp. ozaenae","573","Klebsiella pneumoniae","Klebsiella pneumoniae subsp. ozaenae",TRUE,FALSE,FALSE,"574","Klebsiella pneumoniae subsp. ozaenae","573","Klebsiella pneumoniae"
"gbm01150.pdf","Klebsiella","Klebsiella pneumoniae subsp. rhinoscleromatis","Y17657","accession number (16S rRNA): Y17657, AF130983.","Y17657","3282032","573","Klebsiella pneumoniae","573","Klebsiella pneumoniae","Klebsiella pneumoniae subsp. rhinoscleromatis",TRUE,FALSE,FALSE,"39831","Klebsiella pneumoniae subsp. rhinoscleromatis","573","Klebsiella pneumoniae"
"gbm01150.pdf","Klebsiella","Klebsiella granulomatis","AF009171","accession number (16S rRNA): AF009171, AF010251, AF010252, AF010253.","AF009171","4511859","39824","Klebsiella granulomatis","39824","Klebsiella granulomatis","Klebsiella granulomatis",FALSE,FALSE,FALSE,"39824","Klebsiella granulomatis","39824","Klebsiella granulomatis"
"gbm01150.pdf","Klebsiella","Klebsiella mobilis 1","AB004748","accession number (16S rRNA): AB004748.","AB004748","2209040","1354260","Pluralibacter gergoviae ATCC 33028 = NBRC 105706","61647","Pluralibacter gergoviae","Klebsiella mobilis 1",FALSE,FALSE,FALSE,NA,NA,NA,NA
"gbm01150.pdf","Klebsiella","Klebsiella oxytoca","Y17655","accession number (16S rRNA): Y17655, AB004754, AF129440.","Y17655","3282030","571","Klebsiella oxytoca","571","Klebsiella oxytoca","Klebsiella oxytoca",FALSE,FALSE,FALSE,"571","Klebsiella oxytoca","571","Klebsiella oxytoca"
"gbm01150.pdf","Klebsiella","Klebsiella planticola","X93215","accession number (16S rRNA): X93215, Y17659, AB004755, AF129443.","X93215","1359899","1005996","Raoultella planticola ATCC 33531","575","Raoultella planticola","Klebsiella planticola",FALSE,FALSE,FALSE,"575","Raoultella planticola","575","Raoultella planticola"
"gbm01150.pdf","Klebsiella","Klebsiella terrigena","Y17658","accession number (16S rRNA): Y17658, AF129442.","Y17658","3282052","577","Raoultella terrigena","577","Raoultella terrigena","Klebsiella terrigena",FALSE,FALSE,FALSE,"577","Raoultella terrigena","577","Raoultella terrigena"
"gbm01150.pdf","Klebsiella","Klebsiella ornithinolytica","AF129441","accession number (16S rRNA): AF129441, AJ251467.","AF129441","6693807","54291","Raoultella ornithinolytica","54291","Raoultella ornithinolytica","Klebsiella ornithinolytica",FALSE,FALSE,FALSE,"54291","Raoultella ornithinolytica","54291","Raoultella ornithinolytica"
"gbm01151.pdf","Kluyvera","Kluyvera ascorbata","AF176560","accession number (16S rRNA): AF176560.","AF176560","9957186","1006000","Kluyvera ascorbata ATCC 33433","51288","Kluyvera ascorbata","Kluyvera ascorbata",FALSE,FALSE,FALSE,"51288","Kluyvera ascorbata","51288","Kluyvera ascorbata"
"gbm01151.pdf","Kluyvera","Kluyvera cryocrescens",NA,NA,NA,NA,NA,NA,NA,NA,"Kluyvera cryocrescens",FALSE,FALSE,FALSE,"580","Kluyvera cryocrescens","580","Kluyvera cryocrescens"
"gbm01151.pdf","Kluyvera","Kluyvera georgiana",NA,NA,NA,NA,NA,NA,NA,NA,"Kluyvera georgiana",FALSE,FALSE,FALSE,"73098","Kluyvera georgiana","73098","Kluyvera georgiana"
"gbm01151.pdf","Kluyvera","Kluyvera cochleae",NA,NA,NA,NA,NA,NA,NA,NA,"Kluyvera cochleae",FALSE,FALSE,FALSE,"61648","Kluyvera intermedia","61648","Kluyvera intermedia"
"gbm01151.pdf","Kluyvera","Kluyvera fluvialis",NA,NA,NA,NA,NA,NA,NA,NA,"Kluyvera fluvialis",FALSE,FALSE,FALSE,NA,NA,NA,NA
"gbm01152.pdf","Leclercia","Leclercia adecarboxylata",NA,NA,NA,NA,NA,NA,NA,NA,"Leclercia adecarboxylata",FALSE,FALSE,FALSE,"83655","Leclercia adecarboxylata","83655","Leclercia adecarboxylata"
"gbm01153.pdf","Leminorella","Leminorella grimontii","AJ233421","accession number (16S rRNA): AJ233421.","AJ233421","4582168","1005999","Leminorella grimontii ATCC 33999 = DSM 5078","82981","Leminorella grimontii","Leminorella grimontii",FALSE,FALSE,FALSE,"82981","Leminorella grimontii","82981","Leminorella grimontii"
"gbm01153.pdf","Leminorella","Leminorella richardii",NA,NA,NA,NA,NA,NA,NA,NA,"Leminorella richardii",FALSE,FALSE,FALSE,"158841","Leminorella richardii","158841","Leminorella richardii"
"gbm01153.pdf","Leminorella","Leminorella species 3",NA,NA,NA,NA,NA,NA,NA,NA,"Leminorella species 3",FALSE,FALSE,FALSE,NA,NA,NA,NA
"gbm01154.pdf","Moellerella","Moellerella wisconsensis",NA,NA,NA,NA,NA,NA,NA,NA,"Moellerella wisconsensis",FALSE,FALSE,FALSE,"158849","Moellerella wisconsensis","158849","Moellerella wisconsensis"
"gbm01155.pdf","Morganella","Morganella morganii",NA,NA,NA,NA,NA,NA,NA,NA,"Morganella morganii",FALSE,FALSE,FALSE,"582","Morganella morganii","582","Morganella morganii"
"gbm01155.pdf","Morganella","Morganella morganii subsp. morganii",NA,NA,NA,NA,NA,NA,NA,NA,"Morganella morganii subsp. morganii",TRUE,FALSE,FALSE,"180434","Morganella morganii subsp. morganii","582","Morganella morganii"
"gbm01155.pdf","Morganella","Morganella morganii subsp. sibonii",NA,NA,NA,NA,NA,NA,NA,NA,"Morganella morganii subsp. sibonii",TRUE,FALSE,FALSE,"180435","Morganella morganii subsp. sibonii","582","Morganella morganii"
"gbm01156.pdf","Obesumbacterium","Obesumbacterium proteus","AJ233422","accession number (16S rRNA): AJ233422.","AJ233422","4582192","82983","Obesumbacterium proteus","82983","Obesumbacterium proteus","Obesumbacterium proteus",FALSE,FALSE,FALSE,"82983","Obesumbacterium proteus","82983","Obesumbacterium proteus"
"gbm01157.pdf","Pantoea","Pantoea agglomerans","AB004691","accession number (16S rRNA): AB004691, AJ233423.","AB004691","2204067","549","Pantoea agglomerans","549","Pantoea agglomerans","Pantoea agglomerans",FALSE,FALSE,FALSE,"549","Pantoea agglomerans","549","Pantoea agglomerans"
"gbm01157.pdf","Pantoea","Pantoea ananatis","U80196","accession number (16S rRNA): U80196.","U80196","2570274","553","Pantoea ananatis","553","Pantoea ananatis","Pantoea ananatis",FALSE,FALSE,FALSE,"553","Pantoea ananatis","553","Pantoea ananatis"
"gbm01157.pdf","Pantoea","Pantoea citrea",NA,NA,NA,NA,NA,NA,NA,NA,"Pantoea citrea",FALSE,FALSE,FALSE,"53336","Tatumella citrea","53336","Tatumella citrea"
"gbm01157.pdf","Pantoea","Pantoea dispersa",NA,NA,NA,NA,NA,NA,NA,NA,"Pantoea dispersa",FALSE,FALSE,FALSE,"59814","Pantoea dispersa","59814","Pantoea dispersa"
"gbm01157.pdf","Pantoea","Pantoea punctata",NA,NA,NA,NA,NA,NA,NA,NA,"Pantoea punctata",FALSE,FALSE,FALSE,"399969","Tatumella punctata","399969","Tatumella punctata"
"gbm01157.pdf","Pantoea","Pantoea stewartii",NA,NA,NA,NA,NA,NA,NA,NA,"Pantoea stewartii",FALSE,FALSE,FALSE,"66269","Pantoea stewartii","66269","Pantoea stewartii"
"gbm01157.pdf","Pantoea","Pantoea stewartii subsp. stewartii","Z96080","accession number (16S rRNA): Z96080.","Z96080","2584810","66269","Pantoea stewartii","66269","Pantoea stewartii","Pantoea stewartii subsp. stewartii",TRUE,FALSE,FALSE,"66271","Pantoea stewartii subsp. stewartii","66269","Pantoea stewartii"
"gbm01157.pdf","Pantoea","Pantoea stewartii subsp. indologenes","Y13251","accession number (16S rRNA): Y13251.","Y13251","2414574","66270","Pantoea stewartii subsp. indologenes","66269","Pantoea stewartii","Pantoea stewartii subsp. indologenes",TRUE,FALSE,FALSE,"66270","Pantoea stewartii subsp. indologenes","66269","Pantoea stewartii"
"gbm01157.pdf","Pantoea","Pantoea terrea",NA,NA,NA,NA,NA,NA,NA,NA,"Pantoea terrea",FALSE,FALSE,FALSE,"419007","Tatumella terrea","419007","Tatumella terrea"
"gbm01158.pdf","Pectobacterium","Pectobacterium carotovorum",NA,NA,NA,NA,NA,NA,NA,NA,"Pectobacterium carotovorum",FALSE,FALSE,FALSE,"554","Pectobacterium carotovorum","554","Pectobacterium carotovorum"
"gbm01158.pdf","Pectobacterium","Pectobacterium carotovorum subsp. carotovorum","Z96089","accession number (16S rRNA): Z96089, U80197.","Z96089","2584742","554","Pectobacterium carotovorum","554","Pectobacterium carotovorum","Pectobacterium carotovorum subsp. carotovorum",TRUE,FALSE,FALSE,"555","Pectobacterium carotovorum subsp. carotovorum","554","Pectobacterium carotovorum"
"gbm01158.pdf","Pectobacterium","Pectobacterium carotovorum subsp. atrosepticum","Z96090","accession number(16S rRNA): Z96090.","Z96090","2584743","29471","Pectobacterium atrosepticum","29471","Pectobacterium atrosepticum","Pectobacterium carotovorum subsp. atrosepticum",TRUE,FALSE,FALSE,"29471","Pectobacterium atrosepticum","29471","Pectobacterium atrosepticum"
"gbm01158.pdf","Pectobacterium","Pectobacterium carotovorum subsp. betavasculorum","U80198","accession number (16S rRNA): U80198, Z96091.","U80198","2570276","55207","Pectobacterium betavasculorum","55207","Pectobacterium betavasculorum","Pectobacterium carotovorum subsp. betavasculorum",TRUE,FALSE,FALSE,"55207","Pectobacterium betavasculorum","55207","Pectobacterium betavasculorum"
"gbm01158.pdf","Pectobacterium","Pectobacterium carotovorum subsp. odoriferum","AJ223407","accession number (16S rRNA): AJ223407.","AJ223407","3287220","78398","Pectobacterium carotovorum subsp. odoriferum","554","Pectobacterium carotovorum","Pectobacterium carotovorum subsp. odoriferum",TRUE,FALSE,FALSE,"78398","Pectobacterium carotovorum subsp. odoriferum","554","Pectobacterium carotovorum"
"gbm01158.pdf","Pectobacterium","Pectobacterium carotovorum subsp. wasabiae","U80199","accession number (16S rRNA): U80199, AJ223408.","U80199","2570277","1175631","Pectobacterium wasabiae CFBP 3304","55208","Pectobacterium wasabiae","Pectobacterium carotovorum subsp. wasabiae",TRUE,FALSE,FALSE,"55208","Pectobacterium wasabiae","55208","Pectobacterium wasabiae"
"gbm01158.pdf","Pectobacterium","Pectobacterium cacticida","AJ223409","accession number (16S rRNA): AJ223409.","AJ223409","3287222","69221","Pectobacterium cacticida","69221","Pectobacterium cacticida","Pectobacterium cacticida",FALSE,FALSE,FALSE,"69221","Pectobacterium cacticida","69221","Pectobacterium cacticida"
"gbm01158.pdf","Pectobacterium","Pectobacterium chrysanthemi","U80200","accession number (16S rRNA): U80200, Z96093.","U80200","2570278","556","Dickeya chrysanthemi","556","Dickeya chrysanthemi","Pectobacterium chrysanthemi",FALSE,FALSE,FALSE,"556","Dickeya chrysanthemi","556","Dickeya chrysanthemi"
"gbm01158.pdf","Pectobacterium","Pectobacterium cypripedii","U80201","accession number (16S rRNA): U80201, Z96094.","U80201","2570279","55209","Pantoea cypripedii","55209","Pantoea cypripedii","Pectobacterium cypripedii",FALSE,FALSE,FALSE,"55209","Pantoea cypripedii","55209","Pantoea cypripedii"
"gbm01159.pdf","Photorhabdus","Photorhabdus luminescens","X82248","accession number (16S rRNA): X82248, D78005.","X82248","861082","171439","Photorhabdus luminescens subsp. luminescens","29488","Photorhabdus luminescens","Photorhabdus luminescens",FALSE,FALSE,FALSE,"29488","Photorhabdus luminescens","29488","Photorhabdus luminescens"
"gbm01159.pdf","Photorhabdus","Photorhabdus luminescens subsp. luminescens","X82248","accession number (16S rRNA): X82248, D78005.","X82248","861082","171439","Photorhabdus luminescens subsp. luminescens","29488","Photorhabdus luminescens","Photorhabdus luminescens subsp. luminescens",TRUE,FALSE,FALSE,"171439","Photorhabdus luminescens subsp. luminescens","29488","Photorhabdus luminescens"
"gbm01159.pdf","Photorhabdus","Photorhabdus luminescens subsp. akhurstii","AJ007359","accession number (16S rRNA): AJ007359.","AJ007359","6456832","171438","Photorhabdus luminescens subsp. akhurstii","29488","Photorhabdus luminescens","Photorhabdus luminescens subsp. akhurstii",TRUE,FALSE,FALSE,"171438","Photorhabdus luminescens subsp. akhurstii","29488","Photorhabdus luminescens"
"gbm01159.pdf","Photorhabdus","Photorhabdus luminescens subsp. laumondii","AJ007404","accession number (16S rRNA): AJ007404.","AJ007404","6456833","141679","Photorhabdus luminescens subsp. laumondii","29488","Photorhabdus luminescens","Photorhabdus luminescens subsp. laumondii",TRUE,FALSE,FALSE,"141679","Photorhabdus luminescens subsp. laumondii","29488","Photorhabdus luminescens"
"gbm01159.pdf","Photorhabdus","Photorhabdus asymbiotica","Z76755","accession number (16S rRNA): Z76755.","Z76755","2182061","171440","Photorhabdus asymbiotica subsp. asymbiotica","291112","Photorhabdus asymbiotica","Photorhabdus asymbiotica",FALSE,FALSE,FALSE,"291112","Photorhabdus asymbiotica","291112","Photorhabdus asymbiotica"
"gbm01159.pdf","Photorhabdus","Photorhabdus temperata","AJ007405","accession number (16S rRNA): AJ007405.","AJ007405","6456847","574560","Photorhabdus temperata","574560","Photorhabdus temperata","Photorhabdus temperata",FALSE,FALSE,FALSE,"574560","Photorhabdus temperata","574560","Photorhabdus temperata"
"gbm01160.pdf","Plesiomonas","Plesiomonas shigelloides","M59159","accession number (16S rRNA): M59159, X74688.","M59159","175649","703","Plesiomonas shigelloides","703","Plesiomonas shigelloides","Plesiomonas shigelloides",FALSE,FALSE,FALSE,"703","Plesiomonas shigelloides","703","Plesiomonas shigelloides"
"gbm01161.pdf","Pragia","Pragia fontium","AJ233424","accession number (16S rRNA): AJ233424.","AJ233424","4582206","82985","Pragia fontium","82985","Pragia fontium","Pragia fontium",FALSE,FALSE,FALSE,"82985","Pragia fontium","82985","Pragia fontium"
"gbm01162.pdf","Proteus","Proteus vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,"Proteus vulgaris",FALSE,FALSE,FALSE,"585","Proteus vulgaris","585","Proteus vulgaris"
"gbm01162.pdf","Proteus","Proteus mirabilis","AF008582","accession number (16S rRNA): AF008582.","AF008582","6478168","584","Proteus mirabilis","584","Proteus mirabilis","Proteus mirabilis",FALSE,FALSE,FALSE,"584","Proteus mirabilis","584","Proteus mirabilis"
"gbm01162.pdf","Proteus","Proteus myxofaciens",NA,NA,NA,NA,NA,NA,NA,NA,"Proteus myxofaciens",FALSE,FALSE,FALSE,"184072","Cosenzaea myxofaciens","184072","Cosenzaea myxofaciens"
"gbm01162.pdf","Proteus","Proteus penneri",NA,NA,NA,NA,NA,NA,NA,NA,"Proteus penneri",FALSE,FALSE,FALSE,"102862","Proteus penneri","102862","Proteus penneri"
"gbm01163.pdf","Providencia","Providencia alcalifaciens",NA,NA,NA,NA,NA,NA,NA,NA,"Providencia alcalifaciens",FALSE,FALSE,FALSE,"126385","Providencia alcalifaciens","126385","Providencia alcalifaciens"
"gbm01163.pdf","Providencia","Providencia heimbachae",NA,NA,NA,NA,NA,NA,NA,NA,"Providencia heimbachae",FALSE,FALSE,FALSE,"333962","Providencia heimbachae","333962","Providencia heimbachae"
"gbm01163.pdf","Providencia","Providencia rettgeri",NA,NA,NA,NA,NA,NA,NA,NA,"Providencia rettgeri",FALSE,FALSE,FALSE,"587","Providencia rettgeri","587","Providencia rettgeri"
"gbm01163.pdf","Providencia","Providencia rustigianii",NA,NA,NA,NA,NA,NA,NA,NA,"Providencia rustigianii",FALSE,FALSE,FALSE,"158850","Providencia rustigianii","158850","Providencia rustigianii"
